ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Lei da Mata Atlântica;Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Amazônia Legal;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Sobreposição com TI ou TQ;Biomas Abrangidos;Região;Presente na versão anterior;Diferença Área;Razão Diferença Área;Qualidade dos dados georreferenciados;Data da última certificação dos dados pelo Órgão Gestor
1886;0000.21.1886;;PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUÍS;Estadual;Parque;Category II;MA;1991;Decreto 11.902 de 11/06/1991;Sem informação.;CURURUPU (MA);Sim;Sim;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;45129,37401;0;45.238;;0;0;0;0;0;0;45.129;Área Marinha;1;Proteção Integral;1;0;;;0;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;Parque Parcel Manoel Luís;;;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 30 de agosto de 2023
1887;0000.21.1887;;ÁREA DE PROTEÇÃO AMBIENTAL DA BAIXADA MARANHENSE;Estadual;Área de Proteção Ambiental;Category V;MA;1991;Decreto 11.900 de 11/06/1991;Sem informação.;ANAJATUBA (MA) - BEQUIMÃO (MA) - CAJARI (MA) - LAGO VERDE (MA) - MAFRA (SC) - MATINHA (MA) - MIRINZAL (MA) - MONÇÃO (MA) - OLHO D'ÁGUA DAS CUNHÃS (MA) - PALMEIRÂNDIA (MA) - PENALVA (MA) - PERI MIRIM (MA) - PINDARÉ-MIRIM (MA) - PINHEIRO (MA) - PIO XII (MA) - SANTA HELENA (MA) - SÃO BENTO (MA) - SÃO MATEUS DO MARANHÃO (MA) - SÃO VICENTE FERRER (MA) - UNIÃO (PI) - VIANA (MA) - VITÓRIA DO MEARIM (MA);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;1728302,859;1.728.303;1.775.036;;1711448,99;0;16.854;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;1;1;1;;;;APA Baixada Maranhense;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;quinta-feira, 3 de março de 2011
1888;0000.21.1888;;ÁREA DE PROTEÇÃO AMBIENTAL DE UPAON-AÇU / MIRITIBA / ALTO PREGUIÇAS;Estadual;Área de Proteção Ambiental;Category V;MA;1992;Decreto 12.428 de 05/06/1992;Sem informação.;AXIXÁ (MA) - BARREIRINHAS (MA) - HUMBERTO DE CAMPOS (MA) - ICATU (MA) - MORROS (MA) - PAÇO DO LUMIAR (MA) - PRESIDENTE JUSCELINO (MA) - PRIMEIRA CRUZ (MA) - RAPOSA (MA) - ROSÁRIO (MA) - SANTA QUITÉRIA DO MARANHÃO (MA) - SANTA RITA (MA) - SÃO BENEDITO DO RIO PRETO (MA) - SÃO BERNARDO (MA) - SÃO JOSÉ DE RIBAMAR (MA) - SÃO LUÍS (MA) - URBANO SANTOS (MA);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;1558430,684;1.373.157;1.535.310;;439258,4487;0;933.899;0;0;0;185.274;Cerrado;0,118884714;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Caatinga;;;;1;-0,00023324;;Polígono corresponde ao memorial descritivo;quarta-feira, 18 de março de 2020
1889;0000.21.1889;;ÁREA DE PROTEÇÃO AMBIENTAL DA FOZ DO RIO DAS PREGUIÇAS - PEQUENOS LENÇÓIS - REGIÃO LAGUNAR ADJACENTE;Estadual;Área de Proteção Ambiental;Category V;MA;1991;Decreto 11.899 de 11/06/1991;Sem informação.;ÁGUA DOCE DO MARANHÃO (MA) - ARAIOSES (MA) - BARREIRINHAS (MA) - TUTÓIA (MA);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;206119,4359;203.974;269.684;;0;0;203.974;0;0;0;2.145;Cerrado;0,010406775;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Caatinga, RB - Mt Atlântica;;;;1;-2,69E-05;;Polígono é uma estimativa dos limites da UC;sexta-feira, 4 de março de 2011
1890;0000.21.1890;;ÁREA DE PROTEÇÃO AMBIENTAL DO ITAPIRACÓ;Estadual;Área de Proteção Ambiental;Category V;MA;1997;Decreto 15.618 de 23/06/1997;Sem informação.;SÃO JOSÉ DE RIBAMAR (MA) - SÃO LUÍS (MA);Sim;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;355,3320278;355;322;;355,3320278;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 4 de março de 2011
1891;0000.21.1891;;PARQUE ESTADUAL DO SÍTIO DO RANGEDOR;Estadual;Parque;Category II;MA;2016;Decreto 21.797 de 15/12/2005;Revisão dos limites: Decreto 23.303 de 07/08/2007 - Revisão dos limites: Lei ordinária 9.864 de 04/07/2013 - Recategorização: Lei ordinária 10.455 de 16/05/2016;SÃO LUÍS (MA);Sim;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;121,2773685;121;126;;121,2773685;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;;0;1;1;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 3 de dezembro de 2018
1893;0000.21.1893;;ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO DO MARACANÃ;Estadual;Área de Proteção Ambiental;Category V;MA;1991;Decreto 12.103 de 01/10/1991;Sem informação.;SÃO LUÍS (MA);Não;Não;SECRETARIA DE ESTADO DE MEIO AMBIENTE E RECURSOS NATURAIS DO MARANHÃO - MA;1;2190,196786;2.190;1.831;;2190,196786;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;1,82E-12;;Polígono é uma estimativa dos limites da UC;quinta-feira, 3 de março de 2011
1906;0820.42.1906;;PARQUE NATURAL MUNICIPAL DO ATALAIA;Municipal;Parque;Category II;SC;2007;Decreto 8107 de 25/01/2007;Sem informação.;ITAJAÍ (SC);Sim;Sim;FUNDAÇÃO DO MEIO AMBIENTE DE ITAJAÍ - SC;0;20;20;20;;0;0;0;20;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 21 de janeiro de 2011
1909;0000.00.1909;;PARQUE NACIONAL DA SERRA DAS LONTRAS;Federal;Parque;Category II;BA;2010;Decreto S/N de 11/06/2010;Sem informação.;ARATACA (BA) - UNA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;11343,85732;11.344;11.336;;0;0;0;11.344;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 29 de janeiro de 2024
1911;0000.00.1911;;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Federal;Refúgio de Vida Silvestre;Category III;ES;2010;Decreto s/n de 17/06/2010;Sem informação.;ARACRUZ (ES) - FUNDÃO (ES) - SERRA (ES);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;17749,58614;49;17.741;;0;0;0;49;0;0;17.701;Área Marinha;0,997256712;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 16 de janeiro de 2024
1912;0000.00.1912;;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Federal;Área de Proteção Ambiental;Category V;ES;2010;Decreto s/n de 17/06/2010;Sem informação.;ARACRUZ (ES) - FUNDÃO (ES) - SERRA (ES);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;114956,7086;450;114.931;;0;0;0;450;0;0;114.506;Área Marinha;0,996081344;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 16 de janeiro de 2024
1928;0000.26.1928;;ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE;Estadual;Área de Proteção Ambiental;Category V;PE;2020;Decreto 34.692/2010 de 17/03/2010;Retificação: Decreto 47.556/2019 de 05/06/2019 - Retificação: Decreto 48.638/2020 de 06/02/2020;ABREU E LIMA (PE) - ARAÇOIABA (PE) - CAMARAGIBE (PE) - IGARASSU (PE) - PAUDALHO (PE) - PAULISTA (PE) - RECIFE (PE) - SÃO LOURENÇO DA MATA (PE);Sim;Sim;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;1;31662,437;31.662;31.634;;0;0;0;31.662;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;-1,82E-06;;Polígono corresponde ao memorial descritivo;quarta-feira, 1 de novembro de 2023
1929;0000.26.1929;;ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA CRUZ;Estadual;Área de Proteção Ambiental;Category V;PE;2017;Decreto 32.488/2008 de 17/10/2008;Reavaliação: Decreto 44.789/2017 de 27/07/2017;GOIANA (PE) - ILHA DE ITAMARACÁ (PE) - ITAPISSUMA (PE);Sim;Sim;AGÊNCIA ESTADUAL DO MEIO AMBIENTE DE PERNAMBUCO - PE;1;38750,01626;24.975;38.692;;0;0;0;24.975;0;0;13.775;Mata Atlântica;0,355487963;Uso Sustentável;0;1;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 1 de novembro de 2023
1931;0000.23.1931;;PARQUE ESTADUAL BOTÂNICO DO CEARÁ;Estadual;Parque;Category II;CE;2012;Decreto 24.216 de 09/09/1996;Recategorização: Decreto 30.868 de 10/04/2012;CAUCAIA (CE);Sim;Sim;SECRETARIA DO MEIO AMBIENTE DO CEARÁ - CE;1;198,5457149;199;198;;0;199;0;0;0;0;0;Caatinga;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 13 de junho de 2022
1932;0000.23.1932;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO SÍTIO CURIÓ;Estadual;Área de Relevante Interesse Ecológico;Category IV;CE;2006;Decreto 28.333 de 28/07/2006;Sem informação.;FORTALEZA (CE);Não;Sim;SECRETARIA DO MEIO AMBIENTE DO CEARÁ - CE;1;57,40204847;57;57;;0;57;0;0;0;0;0;Caatinga;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 15 de fevereiro de 2016
1960;0080.15.1960;;AREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENÇO DA SILVA;Municipal;Área de Relevante Interesse Ecológico;Category IV;PA;2011;Lei ordinária 2472 de 05/01/2011;Sem informação.;ANANINDEUA (PA);Não;Sim;SECRETARIA MUNICIPAL DE MEIO AMBIENTE DE ANANINDEUA - PA;1;3,745800765;4;4;;3,745800765;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 6 de maio de 2011
1964;0000.35.1964;;PARQUE ESTADUAL RESTINGA DE BERTIOGA;Estadual;Parque;Category II;SP;2010;Decreto 56.500 de 09/12/2010;Sem informação.;BERTIOGA (SP);Sim;Sim;FUNDAÇÃO PARA CONSERVAÇÃO E A PRODUÇÃO FLORESTAL DO ESTADO DE SÃO PAULO - SP;1;9316,511847;9.315;9.312;;0;0;0;9.315;0;0;1;Mata Atlântica;0,000146387;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;1,82E-12;;Polígono corresponde ao memorial descritivo;terça-feira, 21 de maio de 2019
1976;1350.43.1976;;ÁREA DE PROTEÇÃO AMBIENTAL MORRO DE OSÓRIO;Municipal;Área de Proteção Ambiental;Category V;RS;1994;Lei ordinária 2665 de 27/09/1994;Sem informação.;OSÓRIO (RS);Sim;Sim;SECRETARIA DE MEIO AMBIENTE, AGRICULTURA E PECUÁRIA DE OSÓRIO - RS;0;6897;6.897;6.897;;0;0;0;6.897;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;segunda-feira, 15 de fevereiro de 2021
1988;0000.43.1988;;ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE;Estadual;Área de Proteção Ambiental;Category V;RS;1998;Decreto 38.971 de 23/10/1998;Sem informação.;GLORINHA (RS) - GRAVATAÍ (RS) - SANTO ANTÔNIO DA PATRULHA (RS) - VIAMÃO (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;137043,2369;137.043;136.935;;0;0;0;14.288;122.756;0;0;Pampa;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;-7,00E-06;;Polígono é uma estimativa dos limites da UC;quarta-feira, 3 de janeiro de 2024
1993;0000.43.1993;;RESERVA BIOLÓGICA DO MATO GRANDE;Estadual;Reserva Biológica;Category Ia;RS;1975;Decreto 23.798 de 12/03/1975;Sem informação.;ARROIO GRANDE (RS);Não;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;4973,680157;4.974;5.161;;0;0;0;0;4.974;0;0;Pampa;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;terça-feira, 9 de janeiro de 2024
1994;0000.43.1994;;PARQUE ESTADUAL DE ITAPUÃ;Estadual;Parque;Category II;RS;1991;Decreto 33.886 de 11/03/1991;Sem informação.;VIAMÃO (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;6021,57647;6.022;5.553;;0;0;0;0;6.022;0;0;Pampa;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;quinta-feira, 25 de janeiro de 2024
1995;0000.43.1995;;ESTAÇÃO ECOLÓGICA ESTADUAL ARATINGA;Estadual;Estação Ecológica;Category Ia;RS;1997;Decreto 37.345 de 11/04/1997;Sem informação.;ITATI (RS) - SÃO FRANCISCO DE PAULA (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;6041,542379;6.042;5.882;;0;0;0;6.042;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 8 de janeiro de 2024
1996;0000.43.1996;;ÁREA DE PROTEÇÃO AMBIENTAL ROTA DO SOL;Estadual;Área de Proteção Ambiental;Category V;RS;1997;Decreto 37.346 de 11/04/1997;Sem informação.;CAMBARÁ DO SUL (RS) - ITATI (RS) - SÃO FRANCISCO DE PAULA (RS) - TRÊS FORQUILHAS (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;0;52355;52355;52355;;0;0;0;52355;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 5 de janeiro de 2024
2006;0000.43.2006;;REFÚGIO DE VIDA SILVESTRE BANHADO DOS PACHECOS;Estadual;Refúgio de Vida Silvestre;Category III;RS;2002;Decreto 41.559 de 24/04/2002;Sem informação.;VIAMÃO (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;2605,448628;2.605;2.543;;0;0;0;0;2.605;0;0;Pampa;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 8 de janeiro de 2024
2008;0000.43.2008;;RESERVA BIOLÓGICA ESTADUAL MATA PALUDOSA;Estadual;Reserva Biológica;Category Ia;RS;2012;Decreto 38972 de 23/10/1998;Ampliação: Decreto 49578 de 13/09/2012;ITATI (RS);Não;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;272,0513151;272,0513151;113;;0;0;0;272,0513151;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;quarta-feira, 3 de janeiro de 2024
2010;0000.43.2010;;RESERVA BIOLÓGICA DA SERRA GERAL;Estadual;Reserva Biológica;Category Ia;RS;2002;Decreto 30.788 de 27/07/1982;Ampliação: Decreto 41.661 de 04/06/2002;ITATI (RS) - MAQUINÉ (RS) - TERRA DE AREIA (RS);Sim;Sim;SECRETARIA DO AMBIENTE E DESENVOLVIMENTO SUSTENTÁVEL DO RIO GRANDE DO SUL - RS;1;4848,943715;4.849;1.700;;0;0;0;4.849;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 8 de janeiro de 2024
2013;0000.29.2013;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RENASCER;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 142 de 05/11/2010;Sem informação.;PORTO SEGURO (BA);Não;Não;INSTITUTO DO MEIO AMBIENTE E RECURSOS HÍDRICOS DA BAHIA - BA;1;264,7646033;265;265;;0;0;0;265;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;-5,68E-14;;Polígono corresponde ao memorial descritivo;quinta-feira, 28 de abril de 2011
2014;0000.29.2014;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO DO GUIGÓ I E II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 133 de 08/10/2010;Sem informação.;UNA (BA);Não;Não;INSTITUTO DO MEIO AMBIENTE E RECURSOS HÍDRICOS DA BAHIA - BA;1;92,58199345;93;95;;0;0;0;93;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;1,42E-14;;Polígono corresponde ao memorial descritivo;quinta-feira, 28 de abril de 2011
2018;0000.29.2018;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRONZON;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2016;Portaria 134 de 08/10/2010;Retificação: Portaria 12.690 de 20/10/2016;PRADO (BA);Não;Não;INSTITUTO DO MEIO AMBIENTE E RECURSOS HÍDRICOS DA BAHIA - BA;1;150,6713405;151;36;;0;0;0;151;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 19 de maio de 2017
2028;0240.33.2028;;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA;Municipal;Área de Proteção Ambiental;Category V;RJ;2011;Lei ordinária 1.216/1989 de 15/09/1989;Revisão dos limites: Decreto 018/2011 de 21/02/2011;MACAÉ (RJ);Não;Não;SECRETARIA MUNICIPAL DE AMBIENTE E SUSTENTABILIDADE DE MACAÉ - RJ;0;47319;0;47.319;;0;0;0;0;0;0;47.319;Área Marinha;1;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 29 de abril de 2011
2030;0000.29.2030;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOZI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 135 de 08/10/2010;Sem informação.;PRADO (BA);Não;Não;INSTITUTO DO MEIO AMBIENTE E RECURSOS HÍDRICOS DA BAHIA - BA;1;35,63089314;36;36;;0;0;0;36;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 28 de abril de 2011
2031;0000.29.2031;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LEMBRANÇA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;Portaria 143 de 10/11/2010;Sem informação.;PORTO SEGURO (BA);Não;Não;INSTITUTO DO MEIO AMBIENTE E RECURSOS HÍDRICOS DA BAHIA - BA;1;19,46734602;19;19;;0;0;0;19;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 28 de abril de 2011
2034;0510.33.2034;;PARQUE NATURAL MUNICIPAL JARDIM JUREMA;Municipal;Parque;Category II;RJ;2010;Decreto 4220/2004 de 16/11/2010;Sem informação.;SÃO JOÃO DE MERITI (RJ);Não;Sim;SECRETARIA MUNICIPAL DE AMBIENTE E SUSTENTABILIDADE DE MERITI - RJ;0;7;7;7;;0;0;0;7;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;segunda-feira, 2 de maio de 2011
2035;0240.33.2035;;PARQUE NATURAL MUNICIPAL ATALAIA GUALTER CORRÊA DE FARIA;Municipal;Parque;Category II;RJ;2004;Lei ordinária 1.596/1995 de 27/05/1995;Alteração de nome: Lei ordinária 2.563/2004 de 20/12/2004;MACAÉ (RJ);Sim;Sim;SECRETARIA MUNICIPAL DE AMBIENTE E SUSTENTABILIDADE DE MACAÉ - RJ;0;704;704;235;;0;0;0;704;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;Mico-Leão-Dourado;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;quarta-feira, 4 de maio de 2011
2036;0240.33.2036;;PARQUE NATURAL MUNICIPAL DO ESTUÁRIO DO RIO MACAÉ;Municipal;Parque;Category II;RJ;2008;Lei ordinária 3.146/2008 de 18/12/2008;Sem informação.;MACAÉ (RJ);Não;Não;SECRETARIA MUNICIPAL DE AMBIENTE E SUSTENTABILIDADE DE MACAÉ - RJ;0;128;128;128;;0;0;0;128;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;quarta-feira, 4 de maio de 2011
2039;0220.32.2039;;PARQUE NATURAL MUNICIPAL GOIAPABA-AÇU;Municipal;Parque;Category II;ES;1991;Decreto 1890/91 de 30/10/1991;Sem informação.;FUNDÃO (ES);Não;Sim;PREFEITURA MUNICIPAL DE FUNDÃO - ES;0;235;235;235;;0;0;0;235;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;quinta-feira, 22 de dezembro de 2011
2042;0000.15.2042;;PARQUE ESTADUAL CHARAPUCU;Estadual;Parque;Category II;PA;2010;Decreto 2.592 de 09/11/2010;Sem informação.;AFUÁ (PA);Não;Sim;INSTITUTO DE DESENVOLVIMENTO FLORESTAL E DA BIODIVERSIDADE DO PARÁ - PA;1;65349,06568;65.349;65.182;;65349,06568;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;;0;1;1;;;;;;;;;;1;7,28E-12;;Polígono corresponde ao memorial descritivo;sexta-feira, 20 de janeiro de 2017
2047;0240.33.2047;;ÀREA DE PROTEÇÃO AMBIENTAL DO SANA;Municipal;Área de Proteção Ambiental;Category V;RJ;2001;Lei ordinária 2.172/2001 de 30/11/2001;Sem informação.;MACAÉ (RJ);Não;Sim;SECRETARIA MUNICIPAL DE AMBIENTE E SUSTENTABILIDADE DE MACAÉ - RJ;0;11000;11.000;11.000;;0;0;0;11.000;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 29 de abril de 2011
2049;0845.42.2049;;PARQUE NATURAL MUNICIPAL CARIJÓS;Municipal;Parque;Category II;SC;2011;Lei ordinária 330 de 23/03/2011;Sem informação.;ITAPOÁ (SC);Sim;Não;SECRETARIA DE MEIO AMBIENTE DE ITAPOÁ - SC;1;51,5333056;52;40;;0;0;0;52;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 12 de dezembro de 2022
2050;0023.33.2050;;PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS;Municipal;Parque;Category II;RJ;2011;Decreto 135 de 06/11/2009;Alteração de nome: Decreto 135 (Errata) de 09/09/2011;ARMAÇÃO DOS BÚZIOS (RJ);Não;Não;SECRETARIA DO AMBIENTE, PESCA E URBANISMO DE ARMAÇÃO DOS BÚZIOS - RJ;1;57,1184068;8;0;;0;0;0;8;0;0;49;Área Marinha;0,858709738;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 23 de novembro de 2018
2054;0320.32.2054;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO DEGREDO;Municipal;Área de Relevante Interesse Ecológico;Category IV;ES;2002;Lei ordinária 2322 de 05/12/2002;Sem informação.;LINHARES (ES);Não;Não;SECRETARIA MUNICIPAL DE MEIO AMBIENTE E RECURSOS HIDRICOS NATURAIS DE LINHARES - ES;1;2357,109801;2354,7636;2459,53;;0;0;0;2354,7636;0;0;2,346201151;Mata Atlântica;0,000995372;Uso Sustentável;0;1;;;1;1;1;;;;;Foz do Rio Doce;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;terça-feira, 10 de janeiro de 2012
