ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Lei da Mata Atlântica;Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Amazônia Legal;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Sobreposição com TI ou TQ;Biomas Abrangidos;Região;Presente na versão anterior;Diferença Área;Razão Diferença Área;Qualidade dos dados georreferenciados;Data da última certificação dos dados pelo Órgão Gestor
1429;0000.00.1429;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO JOÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1997;Portaria 022/97- N de 27/03/1997;Sem informação.;ILHÉUS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;25;25;25;;0;0;0;25;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1430;0000.00.1430;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA DO SABIÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 155 de 24/10/2001;Sem informação.;ITACARÉ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;21,75064633;22;22;;0;0;0;22;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1431;0000.00.1431;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARROULA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2003;Portaria 175 de 31/12/2002;Sem informação.;PRADO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;14,6574932;15;15;;0;0;0;15;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;Extremo Sul da Bahia;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1432;0000.00.1432;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AGDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 169/2001 de 14/11/2001;Sem informação.;POJUCA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;13;13;13;;0;0;0;13;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1433;0000.00.1433;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA MATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;Portaria 32 de 09/03/2004;Sem informação.;ILHÉUS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;13,36743447;13;13;;0;0;0;13;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1434;0000.00.1434;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARTE VERDE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1998;Portaria 114/98-N de 14/08/1998;Sem informação.;ILHÉUS (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;9,884495097;10;10;;0;0;0;10;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1435;0000.00.1435;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA MATA ATLÂNTICA DA MANONA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;Portaria 108 de 03/09/2001;Sem informação.;PORTO SEGURO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6,837284611;7;7;;0;0;0;7;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1438;0000.00.1438;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SOSSEGO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;Portaria 13/99-N de 11/02/1999;Sem informação.;URUÇUCA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4,646499051;5;5;;0;0;0;5;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1441;0000.00.1441;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RETIRO PARAÍSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;1997;Portaria 86-N de 06/08/1997;Sem informação.;MACAPÁ (AP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;47;47;47;;47;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1443;0000.00.1443;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LOTE URBANO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;1998;Portaria 54-N de 29/04/1998;Sem informação.;SANTANA (AP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;16,9706546;17;17;;16,9706546;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1444;0000.00.1444;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA EKINOX;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;2000;Portaria 91 de 21/11/2000;Sem informação.;MACAPÁ (AP);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;11;11;11;;11;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1460;0000.00.1460;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTA TEREZA;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;2001;Portaria 120 de 04/09/2001;Sem informação.;ATALAIA (AL);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;98,6810083;99;101;;0;0;0;99;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1461;0000.00.1461;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LULA LOBO I;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;2001;Portaria 111 de 04/09/2001;Sem informação.;CORURIPE (AL);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;67,45069066;67;69;;0;0;0;67;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1462;0000.00.1462;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;1995;Portaria 12 de 08/02/1995;Sem informação.;PILAR (AL);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;49,08245854;49;50;;0;0;0;49;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1464;0000.00.1464;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ROSA DO SOL;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;1994;Portaria 119-N de 03/11/1994;Sem informação.;BARRA DE SÃO MIGUEL (AL);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;15,21292685;15;16;;0;0;0;15;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1468;0000.24.1468;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ESTADUAL PONTA DO TUBARÃO;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;RN;2003;Lei ordinária 8349 de 18/07/2003;Sem informação.;GUAMARÉ (RN) - MACAU (RN);Não;Sim;INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RIO GRANDE DO NORTE - RN;1;12925,40972;9.451;12.925;;0;9.451;0;0;0;0;3.475;Caatinga;0,2688137;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 10 de dezembro de 2021
1469;0000.24.1469;;ÁREA DE PROTEÇÃO AMBIENTAL DOS RECIFES DE CORAIS;Estadual;Área de Proteção Ambiental;Category V;RN;2001;Decreto 15.476 de 06/06/2001;Sem informação.;MAXARANGUAPE (RN) - RIO DO FOGO (RN) - TOUROS (RN);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RIO GRANDE DO NORTE - RN;1;136234,3249;389;180.000;;0;0;0;389;0;0;135.846;Área Marinha;0,997146865;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;-2,60E-07;;Polígono corresponde ao memorial descritivo;quarta-feira, 27 de junho de 2007
1470;0000.24.1470;;AREA DE PROTEÇÃO AMBIENTAL DE JENIPABU;Estadual;Área de Proteção Ambiental;Category V;RN;1995;Decreto 12.620 de 17/05/1995;Sem informação.;EXTREMOZ (RN) - NATAL (RN);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RIO GRANDE DO NORTE - RN;1;1872,356747;1.852;2;;0;0;0;1.852;0;0;21;Mata Atlântica;0,011053551;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 9 de junho de 2020
1471;0000.24.1471;;ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA;Estadual;Área de Proteção Ambiental;Category V;RN;1999;Decreto 14.369 de 22/03/1999;Sem informação.;ARÊS (RN) - GOIANINHA (RN) - NÍSIA FLORESTA (RN) - SÃO JOSÉ DE MIPIBU (RN) - SENADOR GEORGINO AVELINO (RN) - TIBAU DO SUL (RN);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RIO GRANDE DO NORTE - RN;1;42471,08313;42.469;42.893;;0;14.058;0;28.411;0;0;2;Mata Atlântica;5,70E-05;Uso Sustentável;0;1;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 2 de setembro de 2021
1472;0000.24.1472;;ÁREA DE PROTEÇÃO AMBIENTAL PIQUIRI-UNA;Estadual;Área de Proteção Ambiental;Category V;RN;2011;Decreto 10.683 de 06/06/1990;Ampliação: Decreto 22.182 de 22/03/2011;CANGUARETAMA (RN) - ESPÍRITO SANTO (RN) - PEDRO VELHO (RN);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RIO GRANDE DO NORTE - RN;1;41346,49587;41.346;12;;0;15.153;0;26.193;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 7 de outubro de 2021
1473;0000.24.1473;;PARQUE ESTADUAL MATA DA PIPA;Estadual;Parque;Category II;RN;2006;Decreto 19.341 de 12/09/2006;Sem informação.;TIBAU DO SUL (RN);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RIO GRANDE DO NORTE - RN;1;290,7454404;291;291;;0;0;0;291;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 1 de dezembro de 2021
1475;0000.24.1475;;"PARQUE ESTADUAL DUNAS DE NATAL "" JORNALISTA LUIZ MARIA ALVES";Estadual;Parque;Category II;RN;1977;Decreto 7.237 de 22/11/1977;Sem informação.;NATAL (RN);Sim;Sim;INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RIO GRANDE DO NORTE - RN;0;1135;1.135;1.350;;0;0;0;1.135;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 7 de outubro de 2021
1476;0000.33.1476;;PARQUE ESTADUAL DA SERRA DA TIRIRICA;Estadual;Parque;Category II;RJ;2012;Lei ordinária 1901 de 29/11/1991;Revisão dos limites: Lei ordinária 5079 de 03/09/2007 - Ampliação: Decreto 43913 de 29/10/2012;MARICÁ (RJ) - NITERÓI (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;1;3491,447866;3.230;1.800;;0;0;0;3.230;0;0;262;Mata Atlântica;0,07500792;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;-2,19E-07;;Polígono corresponde ao memorial descritivo;segunda-feira, 11 de maio de 2015
1477;0000.33.1477;;PARQUE ESTADUAL DA ILHA GRANDE;Estadual;Parque;Category II;RJ;2007;Decreto 15.273 de 26/06/1971;Ampliação: Decreto 40.602 de 12/02/2007;ANGRA DOS REIS (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;1;12091,7031;11.988;12.052;;0;0;0;11.988;0;0;104;Mata Atlântica;0,008588359;Proteção Integral;1;0;;;1;1;1;;;Parati e Ilha Grande (Misto);;;RB - Mt Atlântica;;;;1;1,82E-12;;Polígono corresponde ao memorial descritivo;segunda-feira, 24 de fevereiro de 2014
1478;0000.33.1478;;PARQUE ESTADUAL DA PEDRA BRANCA;Estadual;Parque;Category II;RJ;1974;Decreto legislativo 2377 de 28/06/1974;Sem informação.;RIO DE JANEIRO (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;0;12523;12.523;12.500;;0;0;0;12.523;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 24 de fevereiro de 2014
1479;0000.33.1479;;PARQUE ESTADUAL DO DESENGANO;Estadual;Parque;Category II;RJ;1983;Decreto 250 de 13/04/1970;Revisão dos limites: Decreto 7121 de 28/12/1983;CAMPOS DOS GOYTACAZES (RJ) - SANTA MARIA MADALENA (RJ) - SÃO FIDÉLIS (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;1;21404,42107;21.404;25.000;;0;0;0;21.404;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 24 de fevereiro de 2014
1481;0000.33.1481;;ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA;Estadual;Estação Ecológica;Category Ia;RJ;2002;Decreto 32.576 de 30/12/2002;Sem informação.;SÃO FRANCISCO DE ITABAPOANA (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;1;3259,244695;3.259;3.260;;0;0;0;3.259;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 24 de fevereiro de 2014
1482;0000.33.1482;;RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;Estadual;Reserva Biológica;Category Ia;RJ;2002;Decreto 7.549 de 20/11/1974;Revisão dos limites: Decreto 5.415 de 31/03/1982 - Revisão dos limites: Decreto 32.365 de 10/12/2002;RIO DE JANEIRO (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;1;3361,176785;3.011;3.600;;0;0;0;3.011;0;0;350;Mata Atlântica;0,10416882;Proteção Integral;1;0;;;1;1;1;;;;;Carioca;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 24 de fevereiro de 2014
1485;0000.33.1485;;PARQUE ESTADUAL DOS TRÊS PICOS;Estadual;Parque;Category II;RJ;2013;Decreto 31343 de 05/06/2002;Ampliação: Decreto 41990 de 12/08/2009 - Revisão dos limites: Lei ordinária 6573 de 31/10/2013;CACHOEIRAS DE MACACU (RJ) - GUAPIMIRIM (RJ) - NOVA FRIBURGO (RJ) - SILVA JARDIM (RJ) - TERESÓPOLIS (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;0;58759;58.759;46.600;;0;0;0;58.759;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;Mata Atlântica Central Fluminense, Mico-Leão-Dourado;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;segunda-feira, 24 de fevereiro de 2014
1512;0000.33.1512;;AREA DE PROTEÇÃO AMBIENTAL DO RIO GUANDU;Estadual;Área de Proteção Ambiental;Category V;RJ;2007;Decreto 40.670 de 22/03/2007;Sem informação.;JAPERI (RJ) - MIGUEL PEREIRA (RJ) - PARACAMBI (RJ) - PIRAÍ (RJ) - QUEIMADOS (RJ) - RIO CLARO (RJ) - SEROPÉDICA (RJ);Não;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;1;74296,46433;74.296;0;;0;0;0;74.296;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;9,17E-07;;Polígono é uma estimativa dos limites da UC;quarta-feira, 1 de agosto de 2012
1514;0000.33.1514;;ÁREA DE PROTEÇÃO AMBIENTAL DE MASSAMBABA;Estadual;Área de Proteção Ambiental;Category V;RJ;2011;Decreto 9529 de 15/12/1986;Revisão dos limites: Lei ordinária 6128 de 28/12/2011;ARARUAMA (RJ) - ARRAIAL DO CABO (RJ) - SAQUAREMA (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;1;9124,474932;9.124;7.630;;0;0;0;9.124;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;-3,20E-06;;Polígono corresponde ao memorial descritivo;sexta-feira, 1 de março de 2013
1518;0000.00.1518;;RESERVA EXTRATIVISTA RIO CAJARI;Federal;Reserva Extrativista;Category VI;AP;1990;Decreto 99.145 de 12/03/1990;Sem informação.;LARANJAL DO JARI (AP) - MAZAGÃO (AP) - VITÓRIA DO JARI (AP);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;532397,1746;532.397;481.650;;532397,1746;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;Programa ARPA;;Estuário do Amazonas e seus Manguezais (Regional);;;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 4 de fevereiro de 2016
1520;0000.00.1520;;RESERVA EXTRATIVISTA QUILOMBO DO FRECHAL;Federal;Reserva Extrativista;Category VI;MA;1992;Decreto 536 de 20/05/1992;Sem informação.;MIRINZAL (MA);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;9338,463762;9.338;9.542;;9338,463762;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;APA Baixada Maranhense, Estuário do Amazonas e seus Manguezais (Regional);;;;;;1;1,82E-12;;Polígono corresponde ao memorial descritivo;terça-feira, 31 de maio de 2011
1533;0000.32.1533;;MONUMENTO NATURAL O FRADE E A FREIRA;Estadual;Monumento Natural;Category III;ES;2007;Decreto 1917-R de 06/09/2007;Sem informação.;CACHOEIRO DE ITAPEMIRIM (ES) - ITAPEMIRIM (ES) - VARGEM ALTA (ES);Não;Sim;INSTITUTO ESTADUAL DE MEIO AMBIENTE E RECURSOS HÍDRICOS DO ESPÍRITO SANTO - ES;1;854,0638951;854;861;;0;0;0;854;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 16 de agosto de 2013
1563;0000.00.1563;;RESERVA EXTRATIVISTA ACAÚ-GOIANA;Federal;Reserva Extrativista;Category VI;PB, PE;2007;Decreto S/N de 26/09/2007;Sem informação.;CAAPORÃ (PB) - GOIANA (PE) - PITIMBU (PB);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6676,767506;4.435;6.678;;0;0;0;4.435;0;0;2.242;Mata Atlântica;0,335762577;Uso Sustentável;0;1;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 27 de abril de 2011
1565;0060.32.1565;;PARQUE NATURAL MUNICIPAL DO ARICANGA WALDEMAR DEVENS;Municipal;Parque;Category II;ES;2012;Lei ordinária 1994 de 12/05/1997;Retificação: Lei ordinária 3.620 de 27/09/2012;ARACRUZ (ES);Sim;Sim;PREFEITURA MUNICIPAL DE ARACRUZ - ES;0;504;504;578;;0;0;0;504;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;segunda-feira, 11 de novembro de 2013
1566;0060.32.1566;;PARQUE NATURAL MUNICIPAL DAVID VICTOR FARINA;Municipal;Parque;Category II;ES;2008;Decreto 6.144 de 27/07/1995;Alteração de nome: Decreto 14.558 de 13/10/2005 - Revisão dos limites: Decreto 18566 de 11/09/2008;ARACRUZ (ES);Sim;Não;PREFEITURA MUNICIPAL DE ARACRUZ - ES;0;44;44;44;;0;0;0;44;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;quarta-feira, 15 de fevereiro de 2023
1575;0540.42.1575;;MONUMENTO NATURAL MUNICIPAL DA LAGOA DO PERI;Municipal;Monumento Natural;Category III;SC;1981;Lei ordinária 10.530 de 02/05/2019;Regulamentação: Lei ordinária 1828 de 03/12/1981;FLORIANÓPOLIS (SC);Não;Sim;PREFEITURA MUNICIPAL DE FLORIANÓPOLIS - SC;1;4271,673029;4.251;4.274;;0;0;0;4.251;0;0;20;Mata Atlântica;0,004764583;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;-9,09E-13;;Polígono corresponde ao memorial descritivo;quarta-feira, 20 de novembro de 2019
1580;0350.33.1580;;PARQUE NATURAL MUNICIPAL DE NOVA IGUAÇU;Municipal;Parque;Category II;RJ;2008;Decreto 6001 de 05/06/1998;Alteração de nome: Decreto 8092 de 03/06/2008;NOVA IGUAÇU (RJ);Sim;Sim;SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE DE NOVA IGUAÇU - RJ;0;1100;1.100;1.100;;0;0;0;1.100;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;terça-feira, 19 de abril de 2022
1607;0000.27.1607;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA VERDE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2007;Portaria 005/2007 de 25/05/2007;Sem informação.;MACEIÓ (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;19,21836443;19;11;;0;0;0;19;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 15 de março de 2019
1608;0000.27.1608;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOBOGÃ;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2007;Portaria 016/2007 de 21/11/2007;Sem informação.;MACEIÓ (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;0,999273699;1;1;;0;0;0;1;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 14 de dezembro de 2018
1611;0000.27.1611;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILA D'ÁGUA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;AL;2007;Portaria 17/2007 de 21/11/2007;Sem informação.;MURICI (AL);Não;Não;INSTITUTO DO MEIO AMBIENTE DE ALAGOAS - AL;1;45,7059519;46;46;;0;0;0;46;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 5 de fevereiro de 2020
1620;0000.33.1620;;PARQUE ESTADUAL CUNHAMBEBE;Estadual;Parque;Category II;RJ;2008;Decreto 41358 de 13/06/2008;Sem informação.;ANGRA DOS REIS (RJ) - ITAGUAÍ (RJ) - MANGARATIBA (RJ) - RIO CLARO (RJ);Sim;Sim;INSTITUTO ESTADUAL DO AMBIENTE DO RIO DE JANEIRO - RJ;1;38076,29512;38.076;38.053;;0;0;0;38.076;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;3,64E-11;;Polígono corresponde ao memorial descritivo;segunda-feira, 24 de fevereiro de 2014
