ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;Grupo;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Biomas Abrangidos
1182;0000.00.1182;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMAVERA I;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;2008;Portaria 75 de 10/09/2008;;Prado (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;500;500;500;;0;0;0;500;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1184;0000.00.1184;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA FIGUEIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;1994;1994;Portaria 132 de 07/12/1994;;Guaraqueçaba (PR);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;818;818;819;;0;0;0;818;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1189;0000.00.1189;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO BANANAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;2002;2002;Portaria 49 de 18/04/2002;;Morretes (PR);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;29;29;29;;0;0;0;29;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1201;0000.00.1201;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA DO OITEIRO DE MARACAÍPE;Federal;Reserva Particular do Patrimônio Natural;Category IV;PE;2000;2000;Portaria 58 de 26/09/2000;;Ipojuca (PE);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;76;76;76;;0;0;0;76;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1206;0000.00.1206;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGENHO GARGAÚ;Federal;Reserva Particular do Patrimônio Natural;Category IV;PB;1994;1994;Portaria 64-N de 14/06/1994;;Santa Rita (PB);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;1.059;1.059;1059;;0;0;0;1.059;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1213;0000.00.1213;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SUMAÚMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;PA;2000;2000;Portaria 12 de 25/02/2000;;Barcarena (PA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;6;6;6;;6;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1239;0000.00.1239;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA HELENA - RN;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;2006;2006;Portaria 17 de 08/03/2006;;São Bento do Norte (RN);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;22;22;22;;0;22;0;0;0;0;0;Caatinga;US;;0;1;1;;;;;;Caatinga
1316;0000.00.1316;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMOREIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2001;2001;Portaria 159 de 24/10/2001;;Rosário (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;349;349;349;;349;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1319;0000.00.1319;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA DO CAJU;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1999;1999;Portaria 96-N de 08/11/1999;;Araioses (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;102;102;102;;0;0;102;0;0;0;0;Cerrado;US;;0;1;1;;;;;;Cerrado
1320;0000.00.1320;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA ESPERANÇA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1997;1997;Portaria 120-N de 21/10/1997;;São Luís (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;75;75;75;;75;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1322;0000.00.1322;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA PEDREIRAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2001;2001;Portaria 56 de 23/04/2001;;São Luís (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;38;38;38;;38;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1323;0000.00.1323;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO JAQUAREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1990;1990;Portaria 2468 de 26/12/1990;;São José de Ribamar (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;8;8;8;;8;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1324;0000.00.1324;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUAREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1998;1998;Portaria 100-N de 13/07/1998;;São Luís (MA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;3;3;3;;3;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1371;0000.00.1371;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SAYONARA;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2001;2001;Portaria 107 de 03/09/2001;;Conceição da Barra (ES);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;28;28;28;;0;0;0;28;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1379;0000.00.1379;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO AMEIXAS - POÇO VELHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;1994;1994;Portaria 7-N de 28/01/1994;;Amontada (CE);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;464;464;464;;0;464;0;0;0;0;0;Caatinga;US;;0;1;1;;;;;RB - Mata Atlântica;Caatinga
1384;0000.00.1384;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MERCÊS SABIAQUABA E NAZÁRIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;1993;1993;Portaria 113 de 25/10/1993;;Amontada (CE);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;50;50;50;;0;50;0;0;0;0;0;Caatinga;US;;0;1;1;;;;;RB - Mata Atlântica;Caatinga
1394;0000.00.1394;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LONTRA/SAUDADE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1996;1996;Portaria 95-N de 25/10/1996;;Entre Rios (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;1.377;1.377;1377;;0;0;0;1.377;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1401;0000.00.1401;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA AVAÍ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1990;1990;Portaria 701 de 10/05/1990;;Caravelas (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;469;469;469;;0;0;0;469;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1403;0000.00.1403;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO CAPITÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;2004;Portaria 24 de 08/03/2004;;Itacaré (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;385;385;385;;0;0;0;385;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1404;0000.00.1404;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAJUEIRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;2002;Portaria 136 de 11/10/2002;;Esplanada (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;379;379;379;;0;0;0;379;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1405;0000.00.1405;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DUNAS DE SANTO ANTÔNIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;2001;Portaria 65 de 21/05/2001;;Mata de São João (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;363;363;371;;0;0;0;363;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1406;0000.00.1406;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DA PENINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;2002;Portaria 18 de 31/01/2002;;Cachoeira (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;350;350;350;;0;0;0;350;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1407;0000.00.1407;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÃO JOQUIM DA CABONHA APA I E APA II;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;2000;Portaria 61 de 17/10/2000;;Cachoeira (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;257;257;257;;0;0;0;257;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1409;0000.00.1409;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANEMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;2000;Portaria 14 de 01/03/2000;;São Sebastião do Passé (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;216;216;216;;0;0;0;216;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1412;0000.00.1412;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SALTO APEPIQUE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1997;1997;Portaria 103-N de 11/09/1997;"Reconhecimento de RPPN - Portaria 103 de 11/09/1997;";Ilhéus (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;118;118;118;;0;0;0;118;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1413;0000.00.1413;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ARAÇARI;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1998;1998;Portaria 138 de 02/10/1998;;Itacaré (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;110;110;110;;0;0;0;110;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1416;0000.00.1416;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ÁGUA BRANCA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;1999;Portaria 12-N de 11/02/1999;;Valença (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;97;97;97;;0;0;0;97;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1418;0000.00.1418;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA COQUEIROS;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1990;1990;Portaria 2264 de 09/11/1990;;Simões Filho (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;87;87;87;;0;0;0;87;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1419;0000.00.1419;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ECOPARQUE DE UNA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;1999;Portaria 53-N de 01/06/1999;;Una (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;83;83;83;;0;0;0;83;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1420;0000.00.1420;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS DUNAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;2004;Portaria 17 de 04/03/2004;;Camaçari (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;79;79;78;;0;0;0;79;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1425;0000.00.1425;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARARAUNA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2003;2003;Portaria 6 de 11/02/2003;;Una (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;39;39;39;;0;0;0;39;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1426;0000.00.1426;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LAGOA DO PEIXE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;2001;Portaria 35 de 02/03/2001;;Caravelas (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;31;31;31;;0;0;0;31;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1427;0000.00.1427;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JUERANA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;2002;Portaria 70 de 02/05/2002;;Maraú (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;27;27;27;;0;0;0;27;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1428;0000.00.1428;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PARAÍSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2000;2000;Portaria 26 de 13/04/2000;;Uruçuca (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;26;26;26;;0;0;0;26;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1429;0000.00.1429;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO JOÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1997;1997;Portaria 22-N de 27/03/1997;;Ilhéus (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;25;25;25;;0;0;0;25;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1430;0000.00.1430;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA DO SABIÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;2001;Portaria 155 de 24/10/2001;;Itacaré (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;22;22;22;;0;0;0;22;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1431;0000.00.1431;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARROULA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;2002;Portaria 175 de 31/12/2002;;Prado (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;15;15;15;;0;0;0;15;0;0;0;Mata Atlântica;US;;0;1;1;;;;Mosaico Extremo Sul da Bahia;RB - Mata Atlântica;Mata Atlântica
1432;0000.00.1432;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AGDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;2001;Portaria 169 de 14/11/2001;;Pojuca (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;13;13;13;;0;0;0;13;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1433;0000.00.1433;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MÃE DA MATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2004;2004;Portaria 32 de 09/03/2004;;Ilhéus (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;13;13;13;;0;0;0;13;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1434;0000.00.1434;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARTE VERDE;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1998;1998;Portaria 114-N de 14/08/1998;;Ilhéus (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1435;0000.00.1435;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA MATA ATLÂNTICA DA MANONA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2001;2001;Portaria 108 de 03/09/2001;;Porto Seguro (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;7;7;7;;0;0;0;7;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1438;0000.00.1438;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SOSSEGO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1999;1999;Portaria 13-N de 11/02/1999;;Uruçuca (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;5;5;5;;0;0;0;5;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1441;0000.00.1441;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RETIRO PARAÍSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;1997;1997;Portaria 86-N de 06/08/1997;;Macapá (AP);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;47;47;47;;47;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1443;0000.00.1443;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LOTE URBANO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;1998;1998;Portaria 54-N de 29/04/1998;;Santana (AP);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;17;17;17;;17;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1444;0000.00.1444;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALDEIA EKINOX;Federal;Reserva Particular do Patrimônio Natural;Category IV;AP;2000;2000;Portaria 91 de 21/11/2000;;Macapá (AP);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;11;11;11;;11;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1460;0000.00.1460;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTA TEREZA;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;2001;2001;Portaria 120 de 04/09/2001;;Atalaia (AL);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;101;101;101;;0;0;0;101;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1461;0000.00.1461;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LULA LOBO I;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;2001;2001;Portaria 111 de 04/09/2001;;Coruripe (AL);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;69;69;69;;0;0;0;69;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1462;0000.00.1462;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;1995;1995;Portaria 12 de 08/02/1995;;Pilar (AL);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;50;50;50;;0;0;0;50;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1464;0000.00.1464;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ROSA DO SOL;Federal;Reserva Particular do Patrimônio Natural;Category IV;AL;1994;1994;Portaria 119-N de 03/11/1994;;Barra de São Miguel (AL);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;16;16;16;;0;0;0;16;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1468;0000.24.1468;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ESTADUAL PONTA DO TUBARÃO;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;RN;2003;2003;Lei ordinária 8349 de 18/07/2003;;Guamaré (RN), Macau (RN);Não;Sim;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;1;12.925;9.384;12925;;0;9.384;0;0;0;0;3.541;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Caatinga, Área Marinha
1469;0000.24.1469;;ÁREA DE PROTEÇÃO AMBIENTAL DOS RECIFES DE CORAIS;Estadual;Área de Proteção Ambiental;Category V;RN;2001;2001;Decreto 15476 de 06/06/2001;;Maxaranguape (RN), Touros (RN), Rio do Fogo (RN);Sim;Sim;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;1;136.232;161;180000;;0;0;0;161;0;0;136.071;Marinho;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1470;0000.24.1470;;AREA DE PROTEÇÃO AMBIENTAL DE JENIPABU;Estadual;Área de Proteção Ambiental;Category V;RN;1995;1995;Decreto 12620 de 17/05/1995;;Extremoz (RN), Natal (RN);Sim;Sim;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;1;1.872;1.834;2;;0;0;0;1.834;0;0;38;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1471;0000.24.1471;;ÁREA DE PROTEÇÃO AMBIENTAL BONFIM/GUARAÍRA;Estadual;Área de Proteção Ambiental;Category V;RN;1999;1999;Decreto 14369 de 22/03/1999;;Arês (RN), Goianinha (RN), Nísia Floresta (RN), São José de Mipibu (RN), Senador Georgino Avelino (RN), Tibau do Sul (RN);Sim;Sim;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;1;42.470;42.446;42893;;0;14.044;0;28.402;0;0;25;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Caatinga, Mata Atlântica, Área Marinha
1472;0000.24.1472;;ÁREA DE PROTEÇÃO AMBIENTAL PIQUIRI-UNA;Estadual;Área de Proteção Ambiental;Category V;RN;1990;2011;Decreto 10683 de 06/06/1990;"Ampliação - Decreto 22182 de 22/03/2011;";Canguaretama (RN), Espírito Santo (RN), Pedro Velho (RN);Sim;Sim;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;1;41.346;41.346;12;;0;15.037;0;26.309;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Caatinga, Mata Atlântica
1473;0000.24.1473;;PARQUE ESTADUAL MATA DA PIPA;Estadual;Parque;Category II;RN;2006;2006;Decreto 19341 de 12/09/2006;;Tibau do Sul (RN);Sim;Sim;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;1;291;291;291;;0;0;0;291;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1475;0000.24.1475;;"PARQUE ESTADUAL DUNAS DE NATAL "" JORNALISTA LUIZ MARIA ALVES";Estadual;Parque;Category II;RN;1977;1977;Decreto 7237 de 22/11/1977;;Natal (RN);Sim;Sim;Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte;0;1.135;1.135;1350;;0;0;0;1.135;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1476;0000.33.1476;;PARQUE ESTADUAL DA SERRA DA TIRIRICA;Estadual;Parque;Category II;RJ;1991;2012;Lei ordinária 1901 de 29/11/1991;"Ampliação - Decreto 43913 de 29/10/2012;Revisão dos limites - Lei ordinária 5079 de 03/09/2007;";Maricá (RJ), Niterói (RJ);Sim;Sim;Instituto Estadual do Ambiente do Rio de Janeiro;1;3.491;3.239;1800;;0;0;0;3.239;0;0;252;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1477;0000.33.1477;;PARQUE ESTADUAL DA ILHA GRANDE;Estadual;Parque;Category II;RJ;1971;2007;Decreto 15273 de 26/06/1971;"Ampliação - Decreto 40602 de 12/02/2007;";Angra dos Reis (RJ);Sim;Sim;Instituto Estadual do Ambiente do Rio de Janeiro;1;12.092;12.048;12052;;0;0;0;12.048;0;0;44;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1478;0000.33.1478;;PARQUE ESTADUAL DA PEDRA BRANCA;Estadual;Parque;Category II;RJ;1974;1974;Decreto legislativo 2377 de 28/06/1974;;Rio de Janeiro (RJ);Sim;Sim;Instituto Estadual do Ambiente do Rio de Janeiro;0;12.523;12.523;12500;;0;0;0;12.523;0;0;0;Mata Atlântica;PI;;0;1;1;;;;Mosaico Carioca;RB - Mata Atlântica;Mata Atlântica
1479;0000.33.1479;;PARQUE ESTADUAL DO DESENGANO;Estadual;Parque;Category II;RJ;1970;1983;Decreto 250 de 13/04/1970;"Revisão dos limites - Decreto 7121 de 28/12/1983;";Campos dos Goytacazes (RJ), Santa Maria Madalena (RJ), São Fidélis (RJ);Sim;Sim;Instituto Estadual do Ambiente do Rio de Janeiro;1;21.404;21.404;25000;;0;0;0;21.404;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1481;0000.33.1481;;ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA;Estadual;Estação Ecológica;Category Ia;RJ;2002;2002;Decreto 32576 de 30/12/2002;;São Francisco de Itabapoana (RJ);Sim;Sim;Instituto Estadual do Ambiente do Rio de Janeiro;1;3.259;3.259;3260;;0;0;0;3.259;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1482;0000.33.1482;;RESERVA BIOLÓGICA ESTADUAL DE GUARATIBA;Estadual;Reserva Biológica;Category Ia;RJ;1974;2002;Decreto 7549 de 20/11/1974;"Revisão dos limites - Decreto 5415 de 31/03/1982;Revisão dos limites - Decreto 32365 de 10/12/2002;";Rio de Janeiro (RJ);Sim;Sim;Instituto Estadual do Ambiente do Rio de Janeiro;1;3.361;3.028;3600;;0;0;0;3.028;0;0;333;Mata Atlântica;PI;;1;1;1;;;;Mosaico Carioca;RB - Mata Atlântica;Mata Atlântica, Área Marinha
