ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;Grupo;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Biomas Abrangidos
1075;0000.00.1075;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARBOCLORO S/A;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;1992;1992;Portaria 145-N de 30/12/1992;;Cubatão (SP);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;1;1;1;;0;0;0;1;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mata Atlântica;Mata Atlântica
1082;0000.00.1082;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NORMANDO TEDESCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1999;1999;Portaria 57-N de 09/07/1999;;Balneário Camboriú (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;US;;0;1;1;;;;;;Mata Atlântica
1083;0000.00.1083;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMITAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1992;1992;Portaria 70-N de 25/06/1992;;Itapoá (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;591;591;591;;0;0;0;591;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1084;0000.00.1084;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NATURAL MENINO DEUS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1999;1999;Portaria 85-N de 06/10/1999;;Florianópolis (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;16;16;16;;0;0;0;16;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1094;0000.00.1094;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DA PALHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2002;2002;Portaria 62 de 18/04/2002;;São Francisco do Sul (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;7;7;7;;0;0;0;7;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1095;0000.00.1095;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MORRO DAS ARANHAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;1999;1999;Portaria 43-N de 11/05/1999;;Florianópolis (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;44;44;44;;0;0;0;44;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1097;0000.00.1097;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAETEZAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2001;2001;Portaria 168 de 14/11/2001;;Joinville (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;4.614;4.614;4614;;0;0;0;4.614;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1100;0000.00.1100;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO PATRIMÔNIO NATURAL DO GUAXINIM;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2001;2001;Portaria 66 de 21/05/2001;;São José (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;26;26;26;;0;0;0;26;0;0;0;Mata Atlântica;US;;0;1;1;;;;;;Mata Atlântica
1101;0000.00.1101;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSARIM;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2004;2004;Portaria 21 de 05/03/2004;;Paulo Lopes (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;228;228;226;;0;0;0;228;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1103;0000.00.1103;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA DO CAPÃO GRANDE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1998;1998;Portaria 98-N de 13/07/1998;;Barra do Ribeiro (RS);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;9;9;9;;0;0;0;9;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1106;0000.00.1106;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RECANTO DO ROBALO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2002;2002;Portaria 57 de 18/04/2002;;Torres (RS);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1113;0000.00.1113;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PARTICULAR PROFESSOR DELMAR HARRY DOS REIS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 47-N de 20/05/1999;;Viamão (RS);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1114;0000.00.1114;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAPUCAIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;2002;Portaria 52 de 18/04/2002;;Maraú (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;19;19;19;;0;0;0;19;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1121;0000.00.1121;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTAL DA BARRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 80-N de 22/09/1999;;Pelotas (RS);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;65;65;65;;0;0;0;65;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1122;0000.00.1122;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHACARA SANANDUVA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1999;1999;Portaria 38-N de 16/04/1999;;Viamão (RS);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1124;0000.00.1124;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA SANTA RITA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1998;1998;Portaria 167-N de 21/12/1998;;Santa Vitória do Palmar (RS);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;340;340;340;;0;0;0;340;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1125;0000.00.1125;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FARROUPILHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;2005;2005;Portaria 57 de 22/08/2005;;Viamão (RS);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;10;10;10;;0;0;0;0;10;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Pampa
1137;0000.00.1137;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA ESTRELA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;2000;2000;Portaria 20 de 30/03/2000;;Baía Formosa (RN);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;2.039;2.039;2040;;0;0;0;2.039;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1142;0000.00.1142;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GLEBA O SAQUINHO DE ITAPIRAPUÁ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1998;1998;Portaria 03-N de 20/01/1998;;Angra dos Reis (RJ);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1143;0000.00.1143;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA IZABEL;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1996;1996;Portaria 05-N de 23/01/1996;;Mangaratiba (RJ);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;0;525;525;525;;0;0;0;525;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
