Código UC;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de criação;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Área (ha);Área (ha) Amazônia;Área (ha) Caatinga;Área (ha) Cerrado;Área (ha) Mata Atlântica;Área (ha) Pampa;Área (ha) Pantanal;Área (ha) Área Marinha
0000.00.2741;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CRUZ PRETA;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2012;Portaria 29 de 17/02/2012;-;Ibiúna (SP);Não;Não;157;0;0;0;157;0;0;0
0260.13.2742;ÁREA DE PROTEÇÃO AMBIENTAL PARQUE LINEAR DO BINDÁ;Municipal;Área de Proteção Ambiental;Category V;AM;2012;Decreto 1499 de 27/03/2012;-;Manaus (AM);Não;Não;6;6;0;0;0;0;0;0
0000.00.2744;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BICO DO JAVAÉS;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2011;Portaria 99 de 02/12/2011;-;Lagoa da Confusão (TO);Não;Não;2.762;0;0;2.762;0;0;0;0
0690.41.2746;ÁREA DE PROTEÇÃO AMBIENTAL DO IGUAÇÚ;Municipal;Área de Proteção Ambiental;Category V;PR;1991;Decreto 410 de 22/07/1991;-;Curitiba (PR);Sim;Não;4.288;0;0;0;4.288;0;0;0
0350.33.2749;AREA DE PROTEÇÃO AMBIENTAL POSSE/GUARITA;Municipal;Área de Proteção Ambiental;Category V;RJ;2012;Lei complementar 4172 de 04/05/2012;-;Nova Iguaçu (RJ);Não;Não;29;0;0;0;29;0;0;0
5220.35.2750;PARQUE NATURAL MUNICIPAL CORREDORES DE BIODIVERSIDADE;Municipal;Parque;Category II;SP;2011;Decreto 19424 de 17/08/2011;-;Sorocaba (SP);Sim;Sim;69;0;0;0;69;0;0;0
0000.50.2751;RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA CECíLIA II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;1998;Deliberação 2 de 27/04/1998;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Corumbá (MS);Não;Não;8.984;0;0;0;112;0;8.872;0
0000.50.2752;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO DA BARRA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2003;Deliberação 4 de 11/07/2003;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Bonito (MS);Sim;Não;87;0;0;87;0;0;0;0
0000.50.2753;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTE DE PEDRA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2004;Deliberação 15 de 16/08/2004;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Paraíso das Águas (MS);Não;Não;172;0;0;172;0;0;0;0
0000.50.2754;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL POLEIRO GRANDE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;1998;Deliberação 5 de 27/04/1998;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Corumbá (MS);Não;Não;16.541;0;0;0;0;0;16.541;0
0000.50.2755;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA NHUMIRIM;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;1999;Deliberação 6 de 16/11/1999;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Corumbá (MS);Não;Não;671;0;0;0;0;0;671;0
0000.50.2759;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOURADINHO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2003;Deliberação 5 de 24/07/2003;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Nova Andradina (MS);Não;Não;979;0;0;979;0;0;0;0
0000.50.2761;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DO PRATA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;1999;Deliberação 1 de 20/04/1999;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Jardim (MS);Sim;Não;292;0;0;292;0;0;0;0
0000.50.2762;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RUMO AO OESTE;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2005;Deliberação 22 de 08/06/2005;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Corumbá (MS);Não;Não;951;0;0;0;0;0;951;0
0000.29.2763;RESERVA PARTICULAR DO PATRIMôNIO NATURAL CORUMBAU;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2012;Portaria 3534 de 10/09/2012;-;Prado (BA);Não;Não;29;0;0;0;29;0;0;0
1000.31.2766;ÁREA DE PROTEçãO AMBIENTAL RIBEIRO BONITO;Municipal;Área de Proteção Ambiental;Category V;MG;2002;Lei complementar 149051 de 09/12/2002;-;Caeté (MG);Sim;Sim;5.157;0;0;516;4.641;0;0;0
1000.31.2767;ÁREA DE PROTEçãO AMBIENTAL ÁGUAS SERRA DA PIEDADE;Municipal;Área de Proteção Ambiental;Category V;MG;2003;Lei complementar 158941 de 01/09/2003;-;Caeté (MG);Sim;Não;4.571;0;0;457;4.114;0;0;0
1000.31.2768;ÁREA DE PROTEçãO AMBIENTAL DESCOBERTO;Municipal;Área de Proteção Ambiental;Category V;MG;2004;Lei complementar 2363/2004 de 15/03/2004;-;Caeté (MG);Sim;Sim;1.420;0;0;1.420;0;0;0;0
1000.31.2771;ÁREA DE PROTEçãO AMBIENTAL JUCA VIEIRA;Municipal;Área de Proteção Ambiental;Category V;MG;2002;Lei complementar 148686 de 09/12/2002;-;Caeté (MG);Sim;Sim;3.470;0;0;0;3.470;0;0;0
0000.50.2772;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO GERALDO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;1999;Deliberação 3 de 11/05/1999;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Bonito (MS);Sim;Não;677;0;0;677;0;0;0;0
0000.50.2773;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA SOFIA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;1999;Deliberação 4 de 17/08/1999;Convalidar Ato Legal pretérito - Resolução 9 de 07/08/2012;Aquidauana (MS);Não;Não;8.056;0;0;0;0;0;8.056;0
1050.35.2776;PARQUE NATURAL MUNICIPAL DO JUQUERIQUERê;Municipal;Parque;Category II;SP;2012;Decreto 47 de 28/03/2012;-;Caraguatatuba (SP);Não;Não;4;0;0;0;4;0;0;0
0000.33.2777;RESERVA PARTICULAR DO PATRIMôNIO NATURAL DR. CARLOS DE OLIVEIRA RAMOS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2011;Portaria 243 de 21/06/2011;Reconhecimento de RPPN - Portaria 367 de 17/08/2012;Varre-Sai (RJ);Não;Não;25;0;0;0;25;0;0;0
0520.32.2778;PARQUE NATURAL MUNICIPAL DE JACARENEMA;Municipal;Parque;Category II;ES;2003;Decreto 33 de 09/02/2003;Convalidação - Decreto 26 de 01/02/2008;Vila Velha (ES);Sim;Sim;346;0;0;0;319;0;0;28
5180.31.2786;PARQUE NATURAL MUNICIPAL DA SERRA DE SãO DOMINGOS;Municipal;Parque;Category II;MG;1988;Lei ordinária 4197 de 19/05/1988;-;Poços de Caldas (MG);Sim;Não;249;0;0;0;249;0;0;0
0250.33.2789;PARQUE NATURAL MUNICIPAL BARãO DE MAUá;Municipal;Parque;Category II;RJ;2012;Decreto 2795/2012 de 19/10/2012;-;Magé (RJ);Não;Não;116;0;0;0;112;0;0;4
0000.51.2790;RESERVA PARTICULAR DO PATRIMôNIO NATURAL FAZENDA LOANDA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MT;2011;Portaria 231 de 19/09/2011;Reconhecimento de RPPN - Portaria 417 de 14/09/2012;Nova Maringá (MT);Não;Não;515;0;0;515;0;0;0;0
2015.17.2792;MONUMENTO NATURAL CANYONS E CORREDEIRAS DO RIO SONO;Municipal;Monumento Natural;Category III;TO;2012;Decreto 34 de 02/07/2012;-;São Félix do Tocantins (TO);Não;Não;1.458;0;0;1.458;0;0;0;0
0000.35.2795;RPPN RESERVA DO DADINHO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2012;Resolução 54 de 29/06/2012;-;Atibaia (SP);Não;Não;12;0;0;0;12;0;0;0
0000.29.2796;RESERVA PARTICULAR DO PATRIMôNIO NATURAL PARAíSO I;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2012;Portaria 3988 de 20/11/2012;-;Porto Seguro (BA);Não;Não;59;0;0;0;59;0;0;0
4480.31.2798;PARQUE NATURAL MUNICIPAL REGO DOS CARRAPATOS;Municipal;Parque;Category II;MG;2012;Decreto 4572 de 06/07/2012;-;Nova Lima (MG);Não;Não;34;0;0;0;34;0;0;0
4730.35.2799;RESERVA BIOLóGICA TAMBORé;Municipal;Reserva Biológica;Category Ia;SP;2005;Lei ordinária 2689 de 21/12/2005;-;Santana de Parnaíba (SP);Não;Não;367;0;0;0;367;0;0;0
1270.52.2800;PARQUE NATURAL MUNICIPAL DO PEQUI;Municipal;Parque;Category II;GO;2012;Decreto 621/2012 de 11/09/2012;Convalidação - Decreto 621/2012 de 11/09/2012;Mambaí (GO);Não;Não;2.419;0;0;2.419;0;0;0;0
0250.33.2801;ÁREA DE PROTEçãO AMBIENTAL SURUí;Municipal;Área de Proteção Ambiental;Category V;RJ;2007;Decreto 2300/2007 de 22/05/2007;-;Magé (RJ);Não;Não;14.146;0;0;0;14.146;0;0;0
0250.33.2803;ÁREA DE PROTEçãO AMBIENTAL DA ESTRELA;Municipal;Área de Proteção Ambiental;Category V;RJ;2003;Lei ordinária 1624/2003 de 18/09/2003;Revisão dos limites - Lei ordinária 1732/2005 de 22/11/2005;Magé (RJ);Não;Não;832;0;0;0;832;0;0;0
0000.33.2805;ÁREA DE PROTEçãO AMBIENTAL DO ALTO IGUAçU;Estadual;Área de Proteção Ambiental;Category V;RJ;2013;Decreto 44032 de 15/01/2013;-;Belford Roxo (RJ), Duque de Caxias (RJ), Nova Iguaçu (RJ);Não;Não;22.111;0;0;0;22.111;0;0;0
6870.31.2806;ÁREA DE PROTEçãO AMBIENTAL SERRA DO TIMóTEO;Municipal;Área de Proteção Ambiental;Category V;MG;2003;Lei ordinária 2451 de 04/06/2003;-;Timóteo (MG);Não;Sim;5.825;0;0;0;5.825;0;0;0
2770.31.2814;PARQUE NATURAL MUNICIPAL DE GOVERNADOR VALADARES/MG;Municipal;Parque;Category II;MG;2011;Decreto 9532 de 06/06/2011;-;Governador Valadares (MG);Não;Não;40;0;0;0;40;0;0;0
4650.31.2822;PARQUE NATURAL MUNICIPAL DONA ZIZA;Municipal;Parque;Category II;MG;2006;Lei ordinária 1.019/2006 de 03/10/2006;Retificação - Lei ordinária 1.224/2013 de 05/09/2013;Pains (MG);Não;Sim;11;0;0;11;0;0;0;0
0015.33.2823;MONUMENTO NATURAL MUNICIPAL DA SERRA DA BOLíVIA;Municipal;Monumento Natural;Category III;RJ;2012;Decreto 468 de 27/03/2012;-;Aperibé (RJ);Não;Não;332;0;0;0;332;0;0;0
0340.51.2832;ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU;Municipal;Área de Proteção Ambiental;Category V;MT;1999;Lei ordinária 3874 de 05/07/1999;-;Cuiabá (MT);Não;Não;75.442;0;0;75.442;0;0;0;0
3560.35.2836;"PARQUE NATURAL MUNICIPAL ""DOUTOR RUI CALAZANS DE ARAÚJO""";Municipal;Parque;Category II;SP;2002;Decreto 1875 de 04/02/2002;-;Paraibuna (SP);Não;Sim;67;0;0;0;67;0;0;0
2200.31.2837;ÁREA DE PROTEçãO AMBIENTAL MUNICIPAL DA ÁRVORE BONITA;Municipal;Área de Proteção Ambiental;Category V;MG;2003;Lei ordinária 1557 de 18/11/2003;-;Divino (MG);Não;Não;8.875;0;0;0;8.875;0;0;0
0000.35.2839;PARQUE ESTADUAL NASCENTES DO PARANAPANEMA;Estadual;Parque;Category II;SP;2012;Decreto 58148 de 21/06/2012;-;Capâo Bonito (SP);Não;Não;22.211;0;0;0;22.211;0;0;0
1340.35.2840;MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ;Municipal;Monumento Natural;Category III;SP;2012;Decreto 356 de 09/08/2012;-;Cruzeiro (SP);Não;Sim;3.331;0;0;0;3.331;0;0;0
0830.50.2845;RESERVA BIOLÓGICA DAS CAPIVARAS;Municipal;Reserva Biológica;Category Ia;MS;2001;Lei ordinária Lei 1.727 de 01/10/2001;Recategorização - Decreto 2410/2009 de 15/12/2009;Três Lagoas (MS);Não;Não;64;0;0;0;64;0;0;0
0830.50.2846;ÁREA DE PROTEÇÃO AMBIENTAL JUPIÁ;Municipal;Área de Proteção Ambiental;Category V;MS;2009;Lei ordinária LEI 2.411 de 15/12/2009;-;Três Lagoas (MS);Não;Não;184;0;0;184;0;0;0;0
0830.50.2847;PARQUE NATURAL MUNICIPAL DO POMBO;Municipal;Parque;Category II;MS;2006;Decreto 105/2006 de 09/11/2006;"Ampliação - Decreto 168/2013 de 15/07/2013 ; Ampliação - Decreto 169/2013 de 15/07/2013 ; Regulamentação - Decreto 108/2006 de 14/11/2006 ; Revisão dos limites - Decreto 177/2013 de 19/07/2013 ; Revisão dos limites - Decreto 004/2007 de 16/01/2007";Três Lagoas (MS);Sim;Não;8.033;0;0;8.033;0;0;0;0
0227.33.2849;ÁREA DE PROTEÇÃO AMBIENTAL DA PEDRA LISA;Municipal;Área de Proteção Ambiental;Category V;RJ;2009;Lei ordinária 1189 de 21/12/2009;Revisão dos limites - Lei ordinária 1238 de 30/10/2012;Japeri (RJ);Não;Sim;2.178;0;0;0;2.178;0;0;0
0719.51.2851;ARÉA DE PROTEÇÃO AMBIENTAL DE RIBEIRÃOZINHO E ALCANTILADO DO RIO ARAGUAIA;Municipal;Área de Proteção Ambiental;Category V;MT;2001;Lei complementar 007/2001 de 21/11/2001;-;Ribeirãozinho (MT);Não;Não;2.174;0;0;2.174;0;0;0;0
0000.29.2853;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA MESTRE BONINA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2013;Portaria 4868 de 23/04/2013;-;Ilhéus (BA);Não;Não;7;0;0;0;7;0;0;0
0000.29.2854;RESERVA PARTICULAR DO PATRIMôNIO NATURAL CORUMBAU I;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2013;Portaria 4938 de 02/05/2013;-;Prado (BA);Não;Não;164;0;0;0;164;0;0;0
0005.16.2855;PARQUE NATURAL MUNICIPAL DO CANCãO;Municipal;Parque;Category II;AP;2007;Decreto 085/2007 de 14/11/2007;-;Serra do Navio (AP);Não;Não;371;371;0;0;0;0;0;0
4780.35.2857;PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA;Municipal;Parque;Category II;SP;2003;Decreto 14.937/2003 de 05/06/2003;-;Santo André (SP);Sim;Não;450;0;0;0;450;0;0;0
5210.31.2858;PARQUE NATURAL MUNICIPAL TANCREDO NEVES - PASSA CINCO;Municipal;Parque;Category II;MG;2013;Lei ordinária 3822/2013 de 23/12/2013;"Alteração de nome - Lei complementar 3596/2011 de 26/09/2011 ; Regulamentação - Lei complementar 3207/2008 de 03/07/2008";Ponte Nova (MG);Não;Não;256;0;0;0;256;0;0;0
0000.35.2867;PARQUE ESTADUAL DAS FONTES DO IPIRANGA;Estadual;Parque;Category II;SP;1969;Decreto 52281 de 12/08/1969;"Deliberação - Decreto 55165 de 14/12/2009 ; Revisão dos limites - Outros Lei 14944 de 09/01/2013";São Paulo (SP);Sim;Sim;33;0;0;0;33;0;0;0
0455.33.2868;PARQUE NATURAL MUNICIPAL PAISAGEM CARIOCA;Municipal;Parque;Category II;RJ;2013;Decreto 37231 de 05/06/2013;-;Rio de Janeiro (RJ);Sim;Não;160;0;0;0;123;0;0;37
1800.31.2869;PARQUE NATURAL MUNICIPAL DA CACHOEIRA DE SANTO ANTôNIO;Municipal;Parque;Category II;MG;2015;Decreto 6145/2015 de 13/03/2015;"Ampliação - Lei orgânica 2154/1997 de 04/12/1997 ; Retificação - Decreto 6230/2015 de 25/09/2015";Congonhas (MG);Não;Sim;79;0;0;0;79;0;0;0
0110.23.2873;ÁREA DE PROTEçãO AMBIENTAL DE CANOA-QUEBRADA;Municipal;Área de Proteção Ambiental;Category V;CE;1998;Lei ordinária 40/98 de 20/03/1998;-;Aracati (CE);Não;Sim;4.000;0;4.000;0;0;0;0;0
0000.00.2874;PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS;Federal;Parque;Category II;PR;2013;Lei ordinária 12829 de 20/06/2013;-;Pontal do Paraná (PR);Não;Não;1.360;0;0;0;0;0;0;1.360
0000.35.2875;RPPN SITIO MANACA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2012;Resolução Resolução SMA-95 de 14/12/2012;-;Guaratinguetá (SP);Não;Não;25;0;0;0;25;0;0;0
0000.42.2876;RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL RIO DA PRATA BUGIU;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SC;2011;Portaria 237/2011 de 08/09/2011;-;Anitápolis (SC);Não;Não;15;0;0;0;15;0;0;0
0020.32.2878;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO LAERTH PAIVA GAMA;Municipal;Área de Relevante Interesse Ecológico;Category IV;ES;2005;Lei ordinária 2.693/2005 de 28/12/2005;-;Alegre (ES);Sim;Não;28;0;0;0;28;0;0;0
0332.32.2879;MONUMENTO NATURAL MUNICIPAL FALéSIAS DE MARATAíZES;Municipal;Monumento Natural;Category III;ES;2008;Decreto DECRETO-E Nº. 193/2008 de 01/12/2008;-;Marataizes (ES);Não;Sim;42;0;0;0;35;0;0;7
0000.33.2891;RESERVA PARTICULAR DO PATRIMôNIO NATURAL REFÚGIO DO BUGIO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2012;Portaria 333 de 03/05/2012;Reconhecimento de RPPN - Portaria 429 de 19/03/2013;Santa Maria Madalena (RJ);Não;Não;24;0;0;0;24;0;0;0
0000.33.2892;RESERVA PARTICULAR DO PATRIMôNIO NATURAL TERRA DO SOL E DA LUA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2012;Portaria 363 de 10/08/2012;Reconhecimento de RPPN - Portaria 431 de 10/04/2013;Nova Friburgo (RJ);Não;Não;11;0;0;0;11;0;0;0
0000.33.2893;RESERVA PARTICULAR DO PATRIMôNIO NATURAL SíTIO PALMEIRAS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2011;Portaria 277 de 19/10/2011;Reconhecimento de RPPN - Portaria 448 de 16/04/2013;Varre-Sai (RJ);Não;Não;3;0;0;0;3;0;0;0
0000.33.2894;RESERVA PARTICULAR DO PATRIMôNIO NATURAL GROTA DO SOSSEGO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;Portaria 405 de 28/01/2013;Reconhecimento de RPPN - Portaria 454 de 08/05/2013;Paracambi (RJ);Não;Não;15;0;0;0;15;0;0;0
0000.33.2898;RESERVA PARTICULAR DO PATRIMôNIO NATURAL SANTA CLARA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2013;Portaria 419 de 01/03/2013;Reconhecimento de RPPN - Portaria 472 de 15/06/2013;Engenheiro Paulo de Frontin (RJ);Não;Não;21;0;0;0;21;0;0;0
0000.33.2899;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA ECOLóGICA DE GUAPIAçU;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2012;Portaria 382 de 08/10/2012;Reconhecimento de RPPN - Portaria 477 de 31/07/2013;Cachoeiras de Macacu (RJ);Não;Não;302;0;0;0;302;0;0;0
0000.33.2900;RESERVA PARTICULAR DO PATRIMôNIO NATURAL ESTÂNCIA RIO DO OURO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;RJ;2012;Portaria 368 de 17/08/2012;Reconhecimento de RPPN - Portaria 467 de 05/08/2013;Silva Jardim (RJ);Não;Não;7;0;0;0;7;0;0;0
0455.33.2903;ÁREA DE PROTEçãO AMBIENTAL PAISAGEM CARIOCA;Municipal;Área de Proteção Ambiental;Category V;RJ;2013;Decreto 37486 de 05/08/2013;-;Rio de Janeiro (RJ);Não;Não;204;0;0;0;163;0;0;41
0000.33.2904;PARQUE ESTADUAL DO MENDANHA;Estadual;Parque;Category II;RJ;2013;Decreto 44342 de 22/08/2013;-;Mesquita (RJ), Nova Iguaçu (RJ), Rio de Janeiro (RJ);Não;Não;4.399;0;0;0;4.399;0;0;0
2420.31.2906;ÁREA DE PROTEçãO AMBIENTAL ALTO TABOãO;Municipal;Área de Proteção Ambiental;Category V;MG;1998;Lei ordinária 337 de 02/01/1998;"Ampliação - Lei ordinária 893 de 30/11/2009 ; Ampliação - Lei ordinária 1012 de 06/08/2012 ; Retificação - Lei ordinária 397 de 05/07/1999";Espera Feliz (MG);Sim;Sim;7.517;0;0;0;7.517;0;0;0
0420.32.2908;PARQUE NATURAL MUNICIPAL DOS PURIS;Municipal;Parque;Category II;ES;2006;Decreto 014/2006 de 16/03/2006;-;Piúma (ES);Não;Não;36;0;0;0;36;0;0;0
0480.33.2912;ÁREA DE PROTEçãO AMBIENTAL RIO DO COLéGIO;Municipal;Área de Proteção Ambiental;Category V;RJ;2013;Decreto 2988 de 29/05/2013;-;São Fidélis (RJ);Não;Não;5.376;0;0;0;5.376;0;0;0
0000.32.2914;RESERVA PARTICULAR DO PATRIMôNIO NATURAL PASSOS;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;Portaria 20 de 12/08/2011;-;Afonso Claúdio (ES);Não;Não;8;0;0;0;8;0;0;0
0000.32.2916;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREISLEBEN;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;Portaria 21 de 12/08/2011;-;Afonso Claúdio (ES);Não;Não;8;0;0;0;8;0;0;0
0000.32.2917;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO CHAPADAO II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2011;Portaria 34 de 15/12/2011;-;Santa Leopoldina (ES);Não;Não;22;0;0;0;22;0;0;0
0000.32.2918;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO FUNDO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2012;Portaria 10 de 16/05/2012;-;Marechal Floriano (ES);Não;Não;16;0;0;0;16;0;0;0
0060.32.2919;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL MUNICIPAL PIRAQUE-AÇÚ E PIRAQUE-MIRIM;Municipal;Reserva de Desenvolvimento Sustentável;Category VI;ES;1986;Lei ordinária 994 de 14/07/1986;Recategorização - Lei ordinária 3739 de 07/11/2013;Aracruz (ES);Não;Não;2.080;0;0;0;2.080;0;0;0
0520.32.2920;ÁREA DE PROTEçãO AMBIENTAL DA LAGOA GRANDE;Municipal;Área de Proteção Ambiental;Category V;ES;2006;Decreto 46 de 07/06/2006;-;Vila Velha (ES);Não;Sim;2.612;0;0;0;2.412;0;0;200
0435.43.2922;RESERVA BIOLóGICA BIOPAMPA;Municipal;Reserva Biológica;Category Ia;RS;2012;Lei ordinária 1371 de 04/07/2012;Retificação - Lei ordinária 1476 de 03/10/2013;Candiota (RS);Sim;Não;1.044;0;0;0;0;1.044;0;0
0910.42.2923;ÁREA DE PROTEçãO AMBIENTAL SERRA DONA FRANCISCA;Municipal;Área de Proteção Ambiental;Category V;SC;1997;Decreto 8055 de 15/03/1997;-;Joinville (SC);Sim;Sim;40.492;0;0;0;40.492;0;0;0
0910.42.2925;ÁREA DE RELEVANTE INTERESSE ECOLóGICO DO MORRO DO IRIRIú;Municipal;Área de Relevante Interesse Ecológico;Category IV;SC;2012;Decreto 19665 de 09/10/2012;-;Joinville (SC);Não;Não;498;0;0;0;498;0;0;0
0910.42.2926;PARQUE NATURAL MUNICIPAL DA CAIEIRA;Municipal;Parque;Category II;SC;2004;Decreto 11734 de 11/03/2004;-;Joinville (SC);Não;Não;142;0;0;0;142;0;0;0
0910.42.2927;RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DA ILHA DO MORRO DO AMARAL;Municipal;Reserva de Desenvolvimento Sustentável;Category VI;SC;1989;Decreto 6182 de 11/08/1989;"Deliberação - Decreto 3024 de 27/02/1975 ; Recategorização - Lei ordinária 7208 de 12/04/2012";Joinville (SC);Não;Sim;345;0;0;0;345;0;0;0
0000.29.2929;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA MARIANA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2013;Portaria 5835 de 13/09/2013;-;Camamu (BA);Não;Não;187;0;0;0;187;0;0;0
0000.29.2930;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA BOHEMIA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2013;Portaria 5833 de 13/09/2013;-;Camamu (BA);Não;Não;27;0;0;0;27;0;0;0
0000.29.2931;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA LUKAVEC;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2013;Portaria 5832 de 13/09/2013;-;Camamu (BA);Não;Não;58;0;0;0;58;0;0;0
0000.29.2932;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA BIANCA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2013;Portaria 5834 de 13/09/2013;-;Camamu (BA);Não;Não;19;0;0;0;19;0;0;0
0000.29.2933;RESERVA PARTICULAR DO PATRIMôNIO NATURAL RESERVA ECOLóGICA CHEFE ROSA.;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2013;Portaria 5926 de 19/09/2013;-;Camamu (BA);Não;Não;38;0;0;0;38;0;0;0
0000.32.2934;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEU CANTINHO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;ES;2013;Portaria 13-R de 15/04/2013;-;Santa Teresa (ES);Não;Não;3;0;0;0;3;0;0;0
0000.35.2935;ESTAçãO ECOLóGICA DE ASSIS;Estadual;Estação Ecológica;Category Ia;SP;1992;Decreto 35697 de 21/09/1992;Ampliação - Decreto 47097 de 18/09/2002;Assis (SP);Sim;Sim;1.748;0;0;1.748;0;0;0;0
0000.35.2936;ESTAçãO ECOLóGICA DE ANGATUBA;Estadual;Estação Ecológica;Category Ia;SP;1985;Decreto 23790 de 13/08/1985;-;Angatuba (SP), Guareí (SP);Sim;Sim;1.363;0;0;1.363;0;0;0;0
0000.35.2937;FLORESTA ESTADUAL DE ASSIS;Estadual;Floresta;Category VI;SP;2002;Decreto 47098 de 18/09/2002;-;Assis (SP);Sim;Não;2.709;0;0;2.709;0;0;0;0
0240.32.2939;PARQUE NATURAL MUNICIPAL MORRO DA PESCARIA;Municipal;Parque;Category II;ES;2007;Lei ordinária 2790 de 19/12/2007;-;Guarapari (ES);Não;Não;127;0;0;0;127;0;0;0
2420.31.2941;ÁREA DE PROTEçãO AMBIENTAL SERRA DA VARGEM ALEGRE;Municipal;Área de Proteção Ambiental;Category V;MG;1998;Lei ordinária 336 de 02/01/1998;"Ampliação - Lei ordinária 892 de 30/11/2009 ; Ampliação - Lei ordinária 1011 de 06/08/2012 ; Retificação - Lei ordinária 396 de 05/07/1999";Espera Feliz (MG);Sim;Sim;10.704;0;0;0;10.704;0;0;0
