ID_UC;Código UC;Informações Gerais;NOME DA UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Área soma biomas;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha
1966;0000.35.1966;;PARQUE ESTADUAL DE ITABERABA;Estadual;Parque;Category II;SP;2010;2010;Decreto 55662 de 30/03/2010;;Arujá (SP), Guarulhos (SP), Nazaré Paulista (SP), Santa Isabel (SP);Sim;Sim;15.118;15.113;;0;0;0;15.118;0;0;0
1967;0000.35.1967;;MONUMENTO NATURAL ESTADUAL DA PEDRA GRANDE;Estadual;Monumento Natural;Category III;SP;2010;2010;Decreto 55662 de 30/03/2010;;Atibaia (SP), Bom Jesus dos Perdões (SP), Mairiporã (SP), Nazaré Paulista (SP);Sim;Sim;3.298;3.297;;0;0;0;3.298;0;0;0
1968;0000.35.1968;;MONUMENTO NATURAL ESTADUAL DA PEDRA DO BAÚ;Estadual;Monumento Natural;Category III;SP;2010;2010;Decreto 56613 de 28/12/2010;;São Bento do Sapucaí (SP);Não;Não;3.156;3.154;;0;0;0;3.156;0;0;0
1969;0000.35.1969;;PARQUE ESTADUAL DO RIO TURVO;Estadual;Parque;Category II;SP;2008;2008;Lei complementar 12810 de 21/02/2008;;Barra do Turvo (SP), Cajati (SP), Jacupiranga (SP);Não;Não;73.821;73.894;;0;0;0;73.821;0;0;0
1971;5030.35.1971;;PARQUE NATURAL MUNICIPAL DA CRATERA DE COLÔNIA;Municipal;Parque;Category II;SP;2007;2007;Decreto 48423 de 11/06/2007;;São Paulo (SP);Não;Não;53;53;;0;0;0;53;0;0;0
1972;0000.35.1972;;APA CORUMBATAÍ BOTUCATU TEJUPA PERIMETRO BOTUCATU;Estadual;Área de Proteção Ambiental;Category V;SP;1983;1983;Decreto 20960 de 08/06/1983;;Angatuba (SP), Avaré (SP), Barra Bonita (SP), Bofete (SP), Botucatu (SP), Guareí (SP), Itatinga (SP), Pardinho (SP), Porangaba (SP);Sim;Não;213.902;0;;0;0;137.616;76.286;0;0;0
1973;0000.35.1973;;APA CORUMBATAÍ BOTUCATU TEJUPÁ PERIMETRO TEJUPÁ;Estadual;Área de Proteção Ambiental;Category V;SP;1983;1983;Decreto 20960 de 08/06/1983;;Fartura (SP), Piraju (SP), Sarutaiá (SP), Taguaí (SP), Tejupá (SP), Timburi (SP);Não;Não;142.545;0;;0;0;0;142.545;0;0;0
1974;0000.35.1974;;APA PIRACICABA JUQUERI MIRIM ÁREA I;Estadual;Área de Proteção Ambiental;Category V;SP;1991;1991;Lei ordinária 7438 de 16/07/1991;;Amparo (SP), Analândia (SP), Bragança Paulista (SP), Campinas (SP), Charqueada (SP), Corumbataí (SP), Holambra (SP), Ipeúna (SP), Itirapina (SP), Jaguariúna (SP), Joanópolis (SP), Mairiporã (SP), Monte Alegre do Sul (SP), Morungaba (SP), Nazaré Paulista (SP), Pedra Bela (SP), Pedreira (SP), Pinhalzinho (SP), Piracaia (SP), Rio Claro (SP), Santo Antônio de Posse (SP), Serra Negra (SP), Socorro (SP), Tuiuti (SP), Vargem (SP);Não;Não;113.594;0;;0;0;87.230;26.364;0;0;0
1975;1870.43.1975;;PARQUE NATURAL MUNICIPAL BANHADO DA IMPERATRIZ;Municipal;Parque;Category II;RS;2005;2012;Lei ordinária 4330 de 30/09/2005;"Alteração de nome - Lei ordinária 7739 de 03/08/2012;";São Leopoldo (RS);Sim;Sim;676;171;;0;0;0;0;676;0;0
1977;0000.13.1977;;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;AM;2006;2006;Decreto 26009 de 03/07/2006;;Manicoré (AM), Novo Aripuanã (AM);Não;Sim;279.631;283.117;;279.631;0;0;0;0;0;0
1980;0000.50.1980;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO PEDRO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2010;2010;Resolução 27 de 26/11/2010;;Eldorado (MS);Não;Não;3.684;3.688;;0;0;0;3.684;0;0;0
1981;0000.50.1981;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTO ANTÔNIO- LOTE 1 C;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2011;2011;Resolução 2 de 12/01/2011;;Eldorado (MS);Não;Não;3.872;3.878;;0;0;0;3.872;0;0;0
1982;0000.50.1982;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARA DA ONÇA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2009;2009;Resolução 10 de 28/07/2009;;Bodoquena (MS);Sim;Não;12;12;;0;0;12;0;0;0;0
1983;0000.12.1983;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO JAPIIM PENTECOSTE;Estadual;Área de Relevante Interesse Ecológico;Category IV;AC;2009;2009;Decreto 4365 de 06/07/2009;;Mâncio Lima (AC);Não;Sim;25.654;25.751;;25.654;0;0;0;0;0;0
1987;0000.43.1987;;ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DELTA DO JACUÍ;Estadual;Área de Proteção Ambiental;Category V;RS;2005;2005;Lei ordinária 12371 de 11/11/2005;;Canoas (RS), Charqueadas (RS), Eldorado do Sul (RS), Nova Santa Rita (RS), Porto Alegre (RS), Triunfo (RS);Não;Sim;22.850;22.826;;0;0;0;0;22.850;0;0
1988;0000.43.1988;;ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE;Estadual;Área de Proteção Ambiental;Category V;RS;1998;1998;Decreto 38971 de 23/10/1998;;Glorinha (RS), Gravataí (RS), Santo Antônio da Patrulha (RS), Viamão (RS);Não;Sim;137.042;136.935;;0;0;0;32.528;104.515;0;0
1990;0025.50.1990;;PARQUE NATURAL MUNICIPAL TEMPLO DOS PILARES;Municipal;Parque;Category II;MS;2003;2012;Decreto 54 de 29/05/2003;"Alteração de nome - Decreto 42 de 16/07/2012;";Alcinópolis (MS);Sim;Sim;100;100;;0;0;100;0;0;0;0
1991;0360.33.1991;;PARQUE NATURAL MUNICIPAL DO CURIÓ;Municipal;Parque;Category II;RJ;2002;2009;Decreto 1001 de 29/01/2002;"Revisão dos limites - Decreto 1730 de 31/07/2007;Redução - Lei orgânica 921 de 30/04/2009;";Paracambi (RJ);Não;Sim;914;1.100;;0;0;0;914;0;0;0
1993;0000.43.1993;;RESERVA BIOLÓGICA DO MATO GRANDE;Estadual;Reserva Biológica;Category Ia;RS;1975;1975;Decreto 23798 de 12/03/1975;;Arroio Grande (RS);Não;Não;4.843;5.161;;0;0;0;0;4.843;0;0
1994;0000.43.1994;;PARQUE ESTADUAL DE ITAPUÃ;Estadual;Parque;Category II;RS;1991;1991;Decreto 33886 de 11/03/1991;;Viamão (RS);Sim;Sim;6.022;5.553;;0;0;0;0;6.022;0;0
1995;0000.43.1995;;ESTAÇÃO ECOLÓGICA ESTADUAL ARATINGA;Estadual;Estação Ecológica;Category Ia;RS;1997;1997;Decreto 37345 de 11/04/1997;;Itatí (RS), São Francisco de Paula (RS);Sim;Não;6.042;5.882;;0;0;0;6.042;0;0;0
1996;0000.43.1996;;ÁREA DE PROTEÇÃO AMBIENTAL ROTA DO SOL;Estadual;Área de Proteção Ambiental;Category V;RS;1997;1997;Decreto 37346 de 11/04/1997;;Cambará do Sul (RS), Itatí (RS), São Francisco de Paula (RS), Três Forquilhas (RS);Sim;Não;52.355;52.355;;0;0;0;52.355;0;0;0
1997;0025.50.1997;;MONUMENTO NATURAL MUNICIPAL SERRA DO BOM JARDIM;Municipal;Monumento Natural;Category III;MS;2003;2011;Decreto 53 de 29/05/2003;"Ampliação - Decreto 53 de 12/08/2011;";Alcinópolis (MS);Sim;Sim;6.047;5.668;;0;0;6.047;0;0;0;0
2000;0000.43.2000;;PARQUE ESTADUAL DO DELTA DO JACUÍ;Estadual;Parque;Category II;RS;1976;2005;Decreto 24385 de 14/01/1976;"Revisão dos limites - Lei ordinária 12371 de 11/11/2005;";Canoas (RS), Charqueadas (RS), Eldorado do Sul (RS), Nova Santa Rita (RS), Porto Alegre (RS), Triunfo (RS);Sim;Sim;14.182;17.245;;0;0;0;0;14.182;0;0
2001;0000.43.2001;;PARQUE ESTADUAL DO IBITIRIÁ;Estadual;Parque;Category II;RS;1975;1975;Decreto 23798 de 12/03/1975;;Bom Jesus (RS), Vacaria (RS);Não;Não;415;415;;0;0;0;415;0;0;0
2002;0000.43.2002;;PARQUE ESTADUAL DO PAPAGAIO-CHARÃO;Estadual;Parque;Category II;RS;1982;2010;Decreto 30645 de 22/04/1982;"Alteração de nome - Decreto 47168 de 07/04/2010;";Sarandi (RS);Não;Não;1.009;1.000;;0;0;0;1.009;0;0;0
2003;0000.43.2003;;PARQUE ESTADUAL DO PODOCARPUS;Estadual;Parque;Category II;RS;1975;1975;Decreto 23798 de 12/03/1975;;Encruzilhada do Sul (RS);Não;Não;3.639;3.645;;0;0;0;0;3.639;0;0
2004;0000.43.2004;;PARQUE ESTADUAL QUARTA COLÔNIA;Estadual;Parque;Category II;RS;2005;2005;Decreto 44186 de 19/12/2005;;Agudo (RS), Ibarama (RS);Não;Não;1.848;1.848;;0;0;0;1.848;0;0;0
2005;0000.43.2005;;PARQUE ESTADUAL DO TAINHAS;Estadual;Parque;Category II;RS;1975;1975;Decreto 23798 de 12/03/1975;;Cambará do Sul (RS), Jaquirana (RS), São Francisco de Paula (RS);Sim;Não;4.924;4.924;;0;0;0;4.924;0;0;0
2006;0000.43.2006;;REFÚGIO DE VIDA SILVESTRE BANHADO DOS PACHECOS;Estadual;Refúgio de Vida Silvestre;Category III;RS;2002;2002;Decreto 41559 de 24/04/2002;;Viamão (RS);Não;Não;2.605;2.543;;0;0;0;0;2.605;0;0
2007;0000.43.2007;;RESERVA BIOLÓGICA DO IBIRAPUITÃ;Estadual;Reserva Biológica;Category Ia;RS;1976;1976;Decreto 24622 de 10/06/1976;;Alegrete (RS);Não;Não;308;351;;0;0;0;0;308;0;0
2008;0000.43.2008;;RESERVA BIOLÓGICA ESTADUAL MATA PALUDOSA;Estadual;Reserva Biológica;Category Ia;RS;1998;2012;Decreto 38972 de 23/10/1998;"Ampliação - Decreto 49578 de 13/09/2012;";Itatí (RS);Não;Sim;272;113;;0;0;0;272;0;0;0
2009;0000.43.2009;;RESERVA BIOLÓGICA DO SÃO DONATO;Estadual;Reserva Biológica;Category Ia;RS;1975;1975;Decreto 23798 de 12/03/1975;;Itaqui (RS), Maçambara (RS);Não;Não;4.414;4.392;;0;0;0;0;4.414;0;0
2010;0000.43.2010;;RESERVA BIOLÓGICA DA SERRA GERAL;Estadual;Reserva Biológica;Category Ia;RS;1982;2002;Decreto 30788 de 27/07/1982;"Ampliação - Decreto 41661 de 04/06/2002;";Itatí (RS), Maquiné (RS), Terra de Areia (RS);Sim;Sim;4.849;1.700;;0;0;0;4.849;0;0;0
2012;0080.33.2012;;MONUMENTO NATURAL MUNICIPAL DA PEDRA DO COLÉGIO;Municipal;Monumento Natural;Category III;RJ;2010;2010;Decreto 2705 de 22/03/2010;;Cachoeiras de Macacu (RJ);Não;Não;127;127;;0;0;0;127;0;0;0
2013;0000.29.2013;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RENASCER;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 142 de 05/11/2010;;Porto Seguro (BA);Não;Não;265;265;;0;0;0;265;0;0;0
2014;0000.29.2014;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO DO GUIGÓ I E II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 133 de 08/10/2010;;Una (BA);Não;Não;93;95;;0;0;0;93;0;0;0
2015;0000.35.2015;;RPPN PARAÍSO;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2008;2008;Resolução 27 de 24/04/2008;;Mairiporã (SP);Não;Não;4;4;;0;0;0;4;0;0;0
2016;0000.29.2016;;REFUGIO DE VIDA SILVESTRE DA SERRA DOS MONTES ALTOS;Estadual;Refúgio de Vida Silvestre;Category III;BA;2010;2010;Decreto 12487 de 29/11/2010;;Candiba (BA), Guanambi (BA), Palmas de Monte Alto (BA), Pindaí (BA), Sebastião Laranjeiras (BA), Urandi (BA);Não;Não;27.489;27.499;;0;27.489;0;0;0;0;0
2017;0000.35.2017;;RPPN TOCA DA PACA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2008;2008;Resolução 66/2008 de 18/09/2008;;Guatapará (SP);Não;Não;187;188;;0;0;187;0;0;0;0
2018;0000.29.2018;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRONZON;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2016;Portaria 134 de 08/10/2010;"Retificação - Portaria 12690 de 20/10/2016;";Prado (BA);Não;Não;151;36;;0;0;0;151;0;0;0
2019;0000.35.2019;;RPPN MAHAYANA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2008;2008;Resolução 28 de 24/04/2008;;Moji das Cruzes (SP);Não;Não;9;9;;0;0;0;9;0;0;0
2020;0000.35.2020;;RPPN SAO JUDAS TADEU;Estadual;Reserva Particular do Patrimônio Natural;Category IV;SP;2008;2008;Resolução 65 de 11/09/2008;;Juquitiba (SP);Não;Não;6;6;;0;0;0;6;0;0;0
2025;3170.31.2025;;PARQUE NATURAL MUNICIPAL DO INTELECTO;Municipal;Parque;Category II;MG;1991;2006;Lei ordinária 2770 de 27/12/1991;"Ampliação - Lei ordinária 4015 de 10/08/2006;";Itabira (MG);Sim;Sim;35;22;;0;0;0;35;0;0;0
2026;0000.29.2026;;PARQUE ESTADUAL DA SERRA DOS MONTES ALTOS;Estadual;Parque;Category II;BA;2010;2010;Decreto 12486 de 29/11/2010;;Morro do Chapéu (BA);Não;Sim;18.484;18.491;;0;18.484;0;0;0;0;0
2028;0240.33.2028;;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA;Municipal;Área de Proteção Ambiental;Category V;RJ;1989;2011;Lei ordinária 1.216/1989 de 15/09/1989;"Revisão dos limites - Decreto 018/2011 de 21/02/2011;";Macaé (RJ);Não;Não;47.319;47.319;;0;0;0;0;0;0;47.319
2029;0000.29.2029;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BELAS ARTES;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2009;2009;Portaria 48 de 04/06/2009;;Guaratinga (BA);Não;Não;5;5;;0;0;0;5;0;0;0
2030;0000.29.2030;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOZI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 135 de 08/10/2010;;Prado (BA);Não;Não;36;36;;0;0;0;36;0;0;0
2031;0000.29.2031;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LEMBRANÇA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 143 de 10/11/2010;;Porto Seguro (BA);Não;Não;19;19;;0;0;0;19;0;0;0
2034;0510.33.2034;;PARQUE NATURAL MUNICIPAL JARDIM JUREMA;Municipal;Parque;Category II;RJ;2010;2010;Decreto 4220/2004 de 16/11/2010;;São João de Meriti (RJ);Não;Sim;7;7;;0;0;0;7;0;0;0
2035;0240.33.2035;;PARQUE NATURAL MUNICIPAL ATALAIA GUALTER CORRÊA DE FARIA;Municipal;Parque;Category II;RJ;1995;2004;Lei ordinária 1.596/1995 de 27/05/1995;"Alteração de nome - Lei ordinária 2.563/2004 de 20/12/2004;";Macaé (RJ);Sim;Sim;704;235;;0;0;0;704;0;0;0
2036;0240.33.2036;;PARQUE NATURAL MUNICIPAL DO ESTUÁRIO DO RIO MACAÉ;Municipal;Parque;Category II;RJ;2008;2008;Lei ordinária 3.146/2008 de 18/12/2008;;Macaé (RJ);Não;Não;128;128;;0;0;0;128;0;0;0
2039;0220.32.2039;;PARQUE NATURAL MUNICIPAL GOIAPABA-AÇU;Municipal;Parque;Category II;ES;1991;1991;Decreto 1890/91 de 30/10/1991;;Fundão (ES);Não;Sim;235;235;;0;0;0;235;0;0;0
2041;0000.12.2041;;FLORESTA ESTADUDAL DO RIO LIBERDADE;Estadual;Floresta;Category VI;AC;2004;2004;Decreto 9716 de 09/03/2004;;Tarauacá (AC);Sim;Sim;126.360;126.360;;126.360;0;0;0;0;0;0
2042;0000.15.2042;;PARQUE ESTADUAL CHARAPUCU;Estadual;Parque;Category II;PA;2010;2010;Decreto 2592 de 09/11/2010;;Afuá (PA);Não;Sim;65.348;65.182;;65.348;0;0;0;0;0;0
2043;0390.33.2043;;MONUMENTO NATURAL DA PEDRA DO ELEFANTE;Municipal;Monumento Natural;Category III;RJ;2009;2009;Decreto 71 de 24/07/2009;;Petrópolis (RJ);Não;Sim;530;530;;0;0;0;530;0;0;0
2044;0000.12.2044;;FLORESTA ESTADUAL DO RIO GREGÓRIO;Estadual;Floresta;Category VI;AC;2004;2004;Decreto 9718 de 09/03/2004;;Tarauacá (AC);Sim;Sim;216.062;216.062;;216.062;0;0;0;0;0;0
2045;0000.51.2045;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CRISTALINO I;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MT;2011;2011;Portaria 55 de 28/02/2011;;Novo Mundo (MT);Não;Não;2.451;2.445;;2.451;0;0;0;0;0;0
2046;0000.12.2046;;FLORESTA ESTADUAL DO MOGNO;Estadual;Floresta;Category VI;AC;2004;2004;Decreto 9717 de 09/03/2004;;Tarauacá (AC);Sim;Sim;143.897;143.897;;143.897;0;0;0;0;0;0
2047;0240.33.2047;;ÀREA DE PROTEÇÃO AMBIENTAL DO SANA;Municipal;Área de Proteção Ambiental;Category V;RJ;2001;2001;Lei ordinária 2.172/2001 de 30/11/2001;;Macaé (RJ);Não;Sim;11.000;11.000;;0;0;0;11.000;0;0;0
2048;0000.12.2048;;FLORESTA ESTADUAL DO ANTIMARY;Estadual;Floresta;Category VI;AC;1997;1997;Decreto 46 de 07/02/1997;;Sena Madureira (AC);Sim;Sim;57.629;57.629;;57.629;0;0;0;0;0;0
2049;0845.42.2049;;PARQUE NATURAL MUNICIPAL CARIJÓS;Municipal;Parque;Category II;SC;2011;2011;Lei ordinária 330 de 23/03/2011;;Itapoá (SC);Não;Não;40;40;;0;0;0;40;0;0;0
2050;0023.33.2050;;PARQUE NATURAL MUNICIPAL DOS CORAIS DE ARMAÇÃO DOS BÚZIOS;Municipal;Parque;Category II;RJ;2009;2011;Decreto 135 de 06/11/2009;"Alteração de nome - Decreto 135 (Errata) de 09/09/2011;";Armação de Búzios (RJ);Não;Não;57;0;;0;0;0;29;0;0;29
2054;0320.32.2054;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO DEGREDO;Municipal;Área de Relevante Interesse Ecológico;Category IV;ES;2002;2002;Lei ordinária 2322 de 05/12/2002;;Linhares (ES);Não;Não;2.357;2.460;;0;0;0;2.347;0;0;10
2056;0000.29.2056;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PIANISSOLI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;2011;Portaria 52 de 03/05/2011;;Prado (BA);Não;Não;210;210;;0;0;0;210;0;0;0
2057;0000.29.2057;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ENGELHARDT;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;2011;Portaria 51 de 03/05/2011;;Prado (BA);Não;Não;393;393;;0;0;0;393;0;0;0
2059;0000.11.2059;;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO ARARAS;Estadual;Floresta;Category VI;RO;1996;1996;Decreto 7605 de 08/10/1996;;Cujubim (RO);Não;Não;1.086;965;;1.086;0;0;0;0;0;0
2060;0410.26.2060;;PARQUE NATURAL MUNICIPAL PROFESSOR JOÃO VASCONCELOS SOBRINHO;Municipal;Parque;Category II;PE;1983;2012;Lei ordinária 2796 de 07/07/1983;"Recategorização - Lei ordinária 5192 de 06/02/2012;";Caruaru (PE);Não;Sim;352;353;;0;352;0;0;0;0;0
2063;4850.35.2063;;ÁREA DE PROTEÇÃO AMBIENTAL SANTOS CONTINENTE;Municipal;Área de Proteção Ambiental;Category V;SP;1992;2011;Lei complementar 54 de 04/06/1992;"Revisão dos limites - Lei complementar 729 de 11/07/2011;";Santos (SP);Não;Não;18.416;18.416;;0;0;0;18.416;0;0;0
2065;0000.11.2065;;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO MADEIRA;Estadual;Área de Proteção Ambiental;Category V;RO;1991;1991;Decreto 5124 de 07/07/1991;;Porto Velho (RO);Não;Não;6.758;6.741;;6.758;0;0;0;0;0;0
2066;0000.50.2066;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CABECEIRA DA LAGOA;Estadual;Reserva Particular do Patrimônio Natural;Category IV;MS;2011;2011;Resolução 14 de 11/07/2011;;Corguinho (MS);Não;Não;431;431;;0;0;431;0;0;0;0
2067;0190.32.2067;;PARQUE NATURAL MUNICÍPAL DE DOMINGOS MARTINS;Municipal;Parque;Category II;ES;2010;2010;Decreto 1774 de 22/10/2010;;Domingos Martins (ES);Não;Não;56;56;;0;0;0;56;0;0;0
2069;0000.00.2069;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALIMERCINO GOMES CARVALHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2009;2009;Portaria 57 de 22/07/2009;;Guaçuí (ES);Não;Não;6;6;;0;0;0;6;0;0;0
2070;0000.00.2070;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOA UNIÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2007;2007;Portaria 29 de 11/04/2007;;Ilhéus (BA);Não;Não;113;113;;0;0;0;113;0;0;0
2071;0000.00.2071;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOM SOSSEGO II;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;2008;Portaria 26 de 06/05/2008;;Porto Seguro (BA);Não;Não;54;54;;0;0;0;54;0;0;0
2072;0000.00.2072;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOM SOSSEGO III;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 5 de 25/01/2010;;Porto Seguro (BA);Não;Não;26;26;;0;0;0;26;0;0;0
2073;0000.00.2073;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA FAZENDA BONITO DE CIMA I;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2007;2007;Portaria 7 de 11/10/2007;;Coromandel (MG);Não;Não;29;29;;0;0;29;0;0;0;0
2074;0000.00.2074;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOSQUE DOS SAMAMBAIAÇUS - RESGATE V;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2010;2010;Portaria 35 de 31/03/2010;;Alto Jequitibá (MG);Não;Não;25;21;;0;0;0;25;0;0;0
2075;0000.00.2075;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BURACO DAS ARARAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MS;2007;2007;Portaria 31 de 11/04/2007;;Jardim (MS);Não;Não;29;29;;0;0;29;0;0;0;0
2076;0000.00.2076;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA ALTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2008;2008;Portaria 68 de 09/09/2008;;Divino de São Lourenço (ES);Não;Não;10;11;;0;0;0;10;0;0;0
2077;0000.00.2077;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAHY;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 2 de 15/01/2010;;Prado (BA);Não;Não;496;498;;0;0;0;496;0;0;0
2078;0000.00.2078;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANGUÇU;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2004;2004;Portaria 19 de 05/03/2004;;Pium (TO);Não;Não;60;60;;0;0;60;0;0;0;0
2079;0000.00.2079;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DA MATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2009;2009;Portaria 17 de 25/03/2009;;Pirenópolis (GO);Não;Não;4;4;;0;0;4;0;0;0;0
2080;0000.00.2080;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CANTO DOS PÁSSAROS;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;2011;Portaria 23 de 30/03/2011;;Queimadas (BA);Não;Não;215;234;;0;215;0;0;0;0;0
2081;0000.00.2081;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAPÃO REDONDO;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2005;2005;Portaria 84 de 30/11/2005;;Balneário Arroio do Silva (SC);Não;Não;14;14;;0;0;0;14;0;0;0
2082;0000.00.2082;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CATEDRAL DO JALAPÃO;Federal;Reserva Particular do Patrimônio Natural;Category IV;TO;2010;2010;Portaria 58 de 27/07/2010;;São Félix do Tocantins (TO);Não;Não;326;326;;0;0;326;0;0;0;0
2083;0000.00.2083;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CAVA II;Federal;Reserva Particular do Patrimônio Natural;Category IV;SP;2005;2005;Portaria 40 de 20/06/2005;;Colina (SP);Não;Não;41;41;;0;0;41;0;0;0;0
2084;0000.00.2084;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHANCELER EDSON QUEIROZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;CE;2006;2006;Portaria 5 de 30/01/2006;;Guaiúba (CE);Não;Não;131;130;;0;131;0;0;0;0;0
2085;0000.00.2085;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORREDEIRAS DO RIO ITAJAÍ;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 77 de 03/09/2009;;Itaiópolis (SC);Não;Não;333;333;;0;0;0;333;0;0;0
2086;0000.00.2086;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CÓRREGO FLORESTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;ES;2008;2008;Portaria 91 de 21/11/2008;;Afonso Claúdio (ES);Não;Não;24;24;;0;0;0;24;0;0;0
2087;0000.00.2087;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURIÓ;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2011;2011;Portaria 31 de 10/05/2011;;São Sebastião do Passé (BA);Não;Não;13;13;;0;0;0;13;0;0;0
2088;0000.00.2088;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 1;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 14 de 18/03/2009;;Bom Retiro (SC);Não;Não;32;32;;0;0;0;32;0;0;0
2089;0000.00.2089;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 2;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 12 de 18/03/2009;;Bom Retiro (SC);Não;Não;24;24;;0;0;0;24;0;0;0
2090;0000.00.2090;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CURUCACA 3;Federal;Reserva Particular do Patrimônio Natural;Category IV;SC;2009;2009;Portaria 15 de 18/03/2009;;Bom Retiro (SC);Não;Não;78;79;;0;0;0;78;0;0;0
